date,UVXY_unscaled,UVXY_monthly,isPartial,scale,UVXY
2021-04-05,51,32.0,,0.32,16.32
2021-04-06,56,32.0,,0.32,17.92
2021-04-07,77,32.0,,0.32,24.64
2021-04-08,63,32.0,,0.32,20.16
2021-04-09,69,32.0,,0.32,22.080000000000002
2021-04-10,16,32.0,,0.32,5.12
2021-04-11,5,32.0,,0.32,1.6
2021-04-12,79,32.0,,0.32,25.28
2021-04-13,63,32.0,,0.32,20.16
2021-04-14,62,32.0,,0.32,19.84
2021-04-15,74,32.0,,0.32,23.68
2021-04-16,43,32.0,,0.32,13.76
2021-04-17,8,32.0,,0.32,2.56
2021-04-18,5,32.0,,0.32,1.6
2021-04-19,100,32.0,,0.32,32.0
2021-04-20,69,32.0,,0.32,22.080000000000002
2021-04-21,72,32.0,,0.32,23.04
2021-04-22,79,32.0,,0.32,25.28
2021-04-23,80,32.0,,0.32,25.6
2021-04-24,5,32.0,,0.32,1.6
2021-04-25,8,32.0,,0.32,2.56
2021-04-26,40,32.0,,0.32,12.8
2021-04-27,79,32.0,,0.32,25.28
2021-04-28,47,32.0,,0.32,15.040000000000001
2021-04-29,51,32.0,,0.32,16.32
2021-04-30,69,32.0,,0.32,22.080000000000002
2021-05-01,6,44.0,False,0.44,2.64
2021-05-02,2,44.0,,0.44,0.88
2021-05-03,18,44.0,,0.44,7.92
2021-05-04,21,44.0,,0.44,9.24
2021-05-05,20,44.0,,0.44,8.8
2021-05-06,27,44.0,,0.44,11.88
2021-05-07,21,44.0,,0.44,9.24
2021-05-08,5,44.0,,0.44,2.2
2021-05-09,5,44.0,,0.44,2.2
2021-05-10,29,44.0,,0.44,12.76
2021-05-11,44,44.0,,0.44,19.36
2021-05-12,61,44.0,,0.44,26.84
2021-05-13,54,44.0,,0.44,23.76
2021-05-14,43,44.0,,0.44,18.92
2021-05-15,9,44.0,,0.44,3.96
2021-05-16,5,44.0,,0.44,2.2
2021-05-17,36,44.0,,0.44,15.84
2021-05-18,26,44.0,,0.44,11.44
2021-05-19,39,44.0,,0.44,17.16
2021-05-20,28,44.0,,0.44,12.32
2021-05-21,25,44.0,,0.44,11.0
2021-05-22,6,44.0,,0.44,2.64
2021-05-23,7,44.0,,0.44,3.08
2021-05-24,20,44.0,,0.44,8.8
2021-05-25,20,44.0,,0.44,8.8
2021-05-26,100,44.0,,0.44,44.0
2021-05-27,24,44.0,,0.44,10.56
2021-05-28,20,44.0,,0.44,8.8
2021-05-29,2,44.0,,0.44,0.88
2021-05-30,4,44.0,,0.44,1.76
2021-05-31,4,44.0,,0.44,1.76
2021-06-01,67,25.0,False,0.25,16.75
2021-06-02,42,25.0,,0.25,10.5
2021-06-03,61,25.0,,0.25,15.25
2021-06-04,57,25.0,,0.25,14.25
2021-06-05,20,25.0,,0.25,5.0
2021-06-06,16,25.0,,0.25,4.0
2021-06-07,60,25.0,,0.25,15.0
2021-06-08,46,25.0,,0.25,11.5
2021-06-09,29,25.0,,0.25,7.25
2021-06-10,95,25.0,,0.25,23.75
2021-06-11,60,25.0,,0.25,15.0
2021-06-12,7,25.0,,0.25,1.75
2021-06-13,16,25.0,,0.25,4.0
2021-06-14,61,25.0,,0.25,15.25
2021-06-15,58,25.0,,0.25,14.5
2021-06-16,67,25.0,,0.25,16.75
2021-06-17,69,25.0,,0.25,17.25
2021-06-18,100,25.0,,0.25,25.0
2021-06-19,20,25.0,,0.25,5.0
2021-06-20,20,25.0,,0.25,5.0
2021-06-21,53,25.0,,0.25,13.25
2021-06-22,57,25.0,,0.25,14.25
2021-06-23,59,25.0,,0.25,14.75
2021-06-24,60,25.0,,0.25,15.0
2021-06-25,39,25.0,,0.25,9.75
2021-06-26,17,25.0,,0.25,4.25
2021-06-27,3,25.0,,0.25,0.75
2021-06-28,33,25.0,,0.25,8.25
2021-06-29,51,25.0,,0.25,12.75
2021-06-30,35,25.0,,0.25,8.75
2021-07-01,24,26.0,False,0.26,6.24
2021-07-02,19,26.0,,0.26,4.94
2021-07-03,5,26.0,,0.26,1.3
2021-07-04,6,26.0,,0.26,1.56
2021-07-05,11,26.0,,0.26,2.8600000000000003
2021-07-06,11,26.0,,0.26,2.8600000000000003
2021-07-07,21,26.0,,0.26,5.46
2021-07-08,53,26.0,,0.26,13.780000000000001
2021-07-09,33,26.0,,0.26,8.58
2021-07-10,4,26.0,,0.26,1.04
2021-07-11,2,26.0,,0.26,0.52
2021-07-12,23,26.0,,0.26,5.98
2021-07-13,30,26.0,,0.26,7.800000000000001
2021-07-14,32,26.0,,0.26,8.32
2021-07-15,19,26.0,,0.26,4.94
2021-07-16,22,26.0,,0.26,5.720000000000001
2021-07-17,3,26.0,,0.26,0.78
2021-07-18,2,26.0,,0.26,0.52
2021-07-19,100,26.0,,0.26,26.0
2021-07-20,71,26.0,,0.26,18.46
2021-07-21,31,26.0,,0.26,8.06
2021-07-22,22,26.0,,0.26,5.720000000000001
2021-07-23,31,26.0,,0.26,8.06
2021-07-24,5,26.0,,0.26,1.3
2021-07-25,2,26.0,,0.26,0.52
2021-07-26,28,26.0,,0.26,7.28
2021-07-27,36,26.0,,0.26,9.36
2021-07-28,45,26.0,,0.26,11.700000000000001
2021-07-29,32,26.0,,0.26,8.32
2021-07-30,32,26.0,,0.26,8.32
2021-07-31,15,26.0,,0.26,3.9000000000000004
2021-08-01,3,28.0,False,0.28,0.8400000000000001
2021-08-02,54,28.0,,0.28,15.120000000000001
2021-08-03,43,28.0,,0.28,12.040000000000001
2021-08-04,47,28.0,,0.28,13.160000000000002
2021-08-05,33,28.0,,0.28,9.24
2021-08-06,37,28.0,,0.28,10.360000000000001
2021-08-07,15,28.0,,0.28,4.2
2021-08-08,21,28.0,,0.28,5.880000000000001
2021-08-09,84,28.0,,0.28,23.520000000000003
2021-08-10,34,28.0,,0.28,9.520000000000001
2021-08-11,64,28.0,,0.28,17.92
2021-08-12,53,28.0,,0.28,14.840000000000002
2021-08-13,45,28.0,,0.28,12.600000000000001
2021-08-14,19,28.0,,0.28,5.32
2021-08-15,6,28.0,,0.28,1.6800000000000002
2021-08-16,76,28.0,,0.28,21.28
2021-08-17,100,28.0,,0.28,28.000000000000004
2021-08-18,70,28.0,,0.28,19.6
2021-08-19,97,28.0,,0.28,27.160000000000004
2021-08-20,81,28.0,,0.28,22.680000000000003
2021-08-21,24,28.0,,0.28,6.720000000000001
2021-08-22,15,28.0,,0.28,4.2
2021-08-23,39,28.0,,0.28,10.920000000000002
2021-08-24,83,28.0,,0.28,23.240000000000002
2021-08-25,51,28.0,,0.28,14.280000000000001
2021-08-26,65,28.0,,0.28,18.200000000000003
2021-08-27,72,28.0,,0.28,20.160000000000004
2021-08-28,21,28.0,,0.28,5.880000000000001
2021-08-29,0,28.0,,0.28,0.0
2021-08-30,58,28.0,,0.28,16.240000000000002
2021-08-31,53,28.0,,0.28,14.840000000000002
2021-09-01,19,34.0,False,0.34,6.460000000000001
2021-09-02,28,34.0,,0.34,9.520000000000001
2021-09-03,20,34.0,,0.34,6.800000000000001
2021-09-04,5,34.0,,0.34,1.7000000000000002
2021-09-05,7,34.0,,0.34,2.3800000000000003
2021-09-06,5,34.0,,0.34,1.7000000000000002
2021-09-07,29,34.0,,0.34,9.860000000000001
2021-09-08,26,34.0,,0.34,8.84
2021-09-09,40,34.0,,0.34,13.600000000000001
2021-09-10,32,34.0,,0.34,10.88
2021-09-11,8,34.0,,0.34,2.72
2021-09-12,2,34.0,,0.34,0.68
2021-09-13,34,34.0,,0.34,11.56
2021-09-14,20,34.0,,0.34,6.800000000000001
2021-09-15,28,34.0,,0.34,9.520000000000001
2021-09-16,31,34.0,,0.34,10.540000000000001
2021-09-17,39,34.0,,0.34,13.260000000000002
2021-09-18,3,34.0,,0.34,1.02
2021-09-19,5,34.0,,0.34,1.7000000000000002
2021-09-20,100,34.0,,0.34,34.0
2021-09-21,66,34.0,,0.34,22.44
2021-09-22,40,34.0,,0.34,13.600000000000001
2021-09-23,32,34.0,,0.34,10.88
2021-09-24,38,34.0,,0.34,12.920000000000002
2021-09-25,6,34.0,,0.34,2.04
2021-09-26,8,34.0,,0.34,2.72
2021-09-27,30,34.0,,0.34,10.200000000000001
2021-09-28,57,34.0,,0.34,19.380000000000003
2021-09-29,32,34.0,,0.34,10.88
2021-09-30,38,34.0,,0.34,12.920000000000002
2021-10-01,100,23.0,False,0.23,23.0
2021-10-02,11,23.0,,0.23,2.5300000000000002
2021-10-03,4,23.0,,0.23,0.92
2021-10-04,51,23.0,,0.23,11.73
2021-10-05,67,23.0,,0.23,15.41
2021-10-06,73,23.0,,0.23,16.79
2021-10-07,51,23.0,,0.23,11.73
2021-10-08,87,23.0,,0.23,20.01
2021-10-09,19,23.0,,0.23,4.37
2021-10-10,15,23.0,,0.23,3.45
2021-10-11,74,23.0,,0.23,17.02
2021-10-12,68,23.0,,0.23,15.64
2021-10-13,79,23.0,,0.23,18.17
2021-10-14,84,23.0,,0.23,19.32
2021-10-15,89,23.0,,0.23,20.470000000000002
2021-10-16,8,23.0,,0.23,1.84
2021-10-17,8,23.0,,0.23,1.84
2021-10-18,60,23.0,,0.23,13.8
2021-10-19,65,23.0,,0.23,14.950000000000001
2021-10-20,37,23.0,,0.23,8.51
2021-10-21,47,23.0,,0.23,10.81
2021-10-22,48,23.0,,0.23,11.040000000000001
2021-10-23,15,23.0,,0.23,3.45
2021-10-24,11,23.0,,0.23,2.5300000000000002
2021-10-25,53,23.0,,0.23,12.190000000000001
2021-10-26,37,23.0,,0.23,8.51
2021-10-27,46,23.0,,0.23,10.58
2021-10-28,51,23.0,,0.23,11.73
2021-10-29,54,23.0,,0.23,12.42
2021-10-30,26,23.0,,0.23,5.98
2021-10-31,12,23.0,,0.23,2.7600000000000002
2021-11-01,34,27.0,False,0.27,9.18
2021-11-02,29,27.0,,0.27,7.83
2021-11-03,37,27.0,,0.27,9.99
2021-11-04,68,27.0,,0.27,18.36
2021-11-05,51,27.0,,0.27,13.770000000000001
2021-11-06,16,27.0,,0.27,4.32
2021-11-07,5,27.0,,0.27,1.35
2021-11-08,42,27.0,,0.27,11.34
2021-11-09,41,27.0,,0.27,11.07
2021-11-10,69,27.0,,0.27,18.630000000000003
2021-11-11,44,27.0,,0.27,11.88
2021-11-12,29,27.0,,0.27,7.83
2021-11-13,11,27.0,,0.27,2.97
2021-11-14,8,27.0,,0.27,2.16
2021-11-15,50,27.0,,0.27,13.5
2021-11-16,40,27.0,,0.27,10.8
2021-11-17,37,27.0,,0.27,9.99
2021-11-18,34,27.0,,0.27,9.18
2021-11-19,44,27.0,,0.27,11.88
2021-11-20,3,27.0,,0.27,0.81
2021-11-21,5,27.0,,0.27,1.35
2021-11-22,29,27.0,,0.27,7.83
2021-11-23,32,27.0,,0.27,8.64
2021-11-24,29,27.0,,0.27,7.83
2021-11-25,8,27.0,,0.27,2.16
2021-11-26,100,27.0,,0.27,27.0
2021-11-27,28,27.0,,0.27,7.5600000000000005
2021-11-28,15,27.0,,0.27,4.050000000000001
2021-11-29,80,27.0,,0.27,21.6
2021-11-30,88,27.0,,0.27,23.76
2021-12-01,78,34.0,False,0.34,26.520000000000003
2021-12-02,71,34.0,,0.34,24.14
2021-12-03,100,34.0,,0.34,34.0
2021-12-04,32,34.0,,0.34,10.88
2021-12-05,21,34.0,,0.34,7.140000000000001
2021-12-06,62,34.0,,0.34,21.080000000000002
2021-12-07,60,34.0,,0.34,20.400000000000002
2021-12-08,64,34.0,,0.34,21.76
2021-12-09,86,34.0,,0.34,29.240000000000002
2021-12-10,65,34.0,,0.34,22.1
2021-12-11,8,34.0,,0.34,2.72
2021-12-12,11,34.0,,0.34,3.74
2021-12-13,55,34.0,,0.34,18.700000000000003
2021-12-14,59,34.0,,0.34,20.060000000000002
2021-12-15,78,34.0,,0.34,26.520000000000003
2021-12-16,82,34.0,,0.34,27.880000000000003
2021-12-17,57,34.0,,0.34,19.380000000000003
2021-12-18,8,34.0,,0.34,2.72
2021-12-19,17,34.0,,0.34,5.78
2021-12-20,79,34.0,,0.34,26.860000000000003
2021-12-21,31,34.0,,0.34,10.540000000000001
2021-12-22,64,34.0,,0.34,21.76
2021-12-23,56,34.0,,0.34,19.040000000000003
2021-12-24,17,34.0,,0.34,5.78
2021-12-25,3,34.0,,0.34,1.02
2021-12-26,11,34.0,,0.34,3.74
2021-12-27,56,34.0,,0.34,19.040000000000003
2021-12-28,54,34.0,,0.34,18.360000000000003
2021-12-29,49,34.0,,0.34,16.66
2021-12-30,60,34.0,,0.34,20.400000000000002
2021-12-31,50,34.0,,0.34,17.0
