date,XLF_unscaled,XLF_monthly,isPartial,scale,XLF
2021-04-24,29,70.0,,0.7,20.299999999999997
2021-04-25,12,70.0,,0.7,8.399999999999999
2021-04-26,46,70.0,,0.7,32.199999999999996
2021-04-27,36,70.0,,0.7,25.2
2021-04-28,95,70.0,,0.7,66.5
2021-04-29,35,70.0,,0.7,24.5
2021-04-30,34,70.0,,0.7,23.799999999999997
2021-05-01,17,76.0,False,0.76,12.92
2021-05-02,6,76.0,,0.76,4.5600000000000005
2021-05-03,76,76.0,,0.76,57.76
2021-05-04,54,76.0,,0.76,41.04
2021-05-05,90,76.0,,0.76,68.4
2021-05-06,81,76.0,,0.76,61.56
2021-05-07,100,76.0,,0.76,76.0
2021-05-08,47,76.0,,0.76,35.72
2021-05-09,18,76.0,,0.76,13.68
2021-05-10,79,76.0,,0.76,60.04
2021-05-11,66,76.0,,0.76,50.160000000000004
2021-05-12,90,76.0,,0.76,68.4
2021-05-13,82,76.0,,0.76,62.32
2021-05-14,97,76.0,,0.76,73.72
2021-05-15,36,76.0,,0.76,27.36
2021-05-16,12,76.0,,0.76,9.120000000000001
2021-05-17,83,76.0,,0.76,63.08
2021-05-18,78,76.0,,0.76,59.28
2021-05-19,50,76.0,,0.76,38.0
2021-05-20,78,76.0,,0.76,59.28
2021-05-21,21,76.0,,0.76,15.96
2021-05-22,24,76.0,,0.76,18.240000000000002
2021-05-23,18,76.0,,0.76,13.68
2021-05-24,73,76.0,,0.76,55.480000000000004
2021-05-25,85,76.0,,0.76,64.6
2021-05-26,61,76.0,,0.76,46.36
2021-05-27,52,76.0,,0.76,39.52
2021-05-28,89,76.0,,0.76,67.64
2021-05-29,17,76.0,,0.76,12.92
2021-05-30,12,76.0,,0.76,9.120000000000001
2021-05-31,18,76.0,,0.76,13.68
2021-06-01,72,89.0,False,0.89,64.08
2021-06-02,29,89.0,,0.89,25.81
2021-06-03,45,89.0,,0.89,40.05
2021-06-04,35,89.0,,0.89,31.150000000000002
2021-06-05,35,89.0,,0.89,31.150000000000002
2021-06-06,13,89.0,,0.89,11.57
2021-06-07,37,89.0,,0.89,32.93
2021-06-08,34,89.0,,0.89,30.26
2021-06-09,34,89.0,,0.89,30.26
2021-06-10,76,89.0,,0.89,67.64
2021-06-11,51,89.0,,0.89,45.39
2021-06-12,26,89.0,,0.89,23.14
2021-06-13,12,89.0,,0.89,10.68
2021-06-14,41,89.0,,0.89,36.49
2021-06-15,56,89.0,,0.89,49.84
2021-06-16,68,89.0,,0.89,60.52
2021-06-17,69,89.0,,0.89,61.410000000000004
2021-06-18,78,89.0,,0.89,69.42
2021-06-19,17,89.0,,0.89,15.13
2021-06-20,26,89.0,,0.89,23.14
2021-06-21,53,89.0,,0.89,47.17
2021-06-22,62,89.0,,0.89,55.18
2021-06-23,60,89.0,,0.89,53.4
2021-06-24,74,89.0,,0.89,65.86
2021-06-25,81,89.0,,0.89,72.09
2021-06-26,13,89.0,,0.89,11.57
2021-06-27,17,89.0,,0.89,15.13
2021-06-28,100,89.0,,0.89,89.0
2021-06-29,77,89.0,,0.89,68.53
2021-06-30,26,89.0,,0.89,23.14
2021-07-01,69,70.0,False,0.7,48.3
2021-07-02,44,70.0,,0.7,30.799999999999997
2021-07-03,11,70.0,,0.7,7.699999999999999
2021-07-04,11,70.0,,0.7,7.699999999999999
2021-07-05,5,70.0,,0.7,3.5
2021-07-06,43,70.0,,0.7,30.099999999999998
2021-07-07,55,70.0,,0.7,38.5
2021-07-08,67,70.0,,0.7,46.9
2021-07-09,48,70.0,,0.7,33.599999999999994
2021-07-10,43,70.0,,0.7,30.099999999999998
2021-07-11,16,70.0,,0.7,11.2
2021-07-12,91,70.0,,0.7,63.699999999999996
2021-07-13,82,70.0,,0.7,57.4
2021-07-14,79,70.0,,0.7,55.3
2021-07-15,100,70.0,,0.7,70.0
2021-07-16,67,70.0,,0.7,46.9
2021-07-17,16,70.0,,0.7,11.2
2021-07-18,16,70.0,,0.7,11.2
2021-07-19,61,70.0,,0.7,42.699999999999996
2021-07-20,52,70.0,,0.7,36.4
2021-07-21,79,70.0,,0.7,55.3
2021-07-22,57,70.0,,0.7,39.9
2021-07-23,50,70.0,,0.7,35.0
2021-07-24,0,70.0,,0.7,0.0
2021-07-25,16,70.0,,0.7,11.2
2021-07-26,43,70.0,,0.7,30.099999999999998
2021-07-27,38,70.0,,0.7,26.599999999999998
2021-07-28,85,70.0,,0.7,59.49999999999999
2021-07-29,24,70.0,,0.7,16.799999999999997
2021-07-30,42,70.0,,0.7,29.4
2021-07-31,5,70.0,,0.7,3.5
2021-08-01,20,64.0,False,0.64,12.8
2021-08-02,31,64.0,,0.64,19.84
2021-08-03,26,64.0,,0.64,16.64
2021-08-04,45,64.0,,0.64,28.8
2021-08-05,40,64.0,,0.64,25.6
2021-08-06,64,64.0,,0.64,40.96
2021-08-07,20,64.0,,0.64,12.8
2021-08-08,15,64.0,,0.64,9.6
2021-08-09,40,64.0,,0.64,25.6
2021-08-10,100,64.0,,0.64,64.0
2021-08-11,56,64.0,,0.64,35.84
2021-08-12,41,64.0,,0.64,26.240000000000002
2021-08-13,41,64.0,,0.64,26.240000000000002
2021-08-14,20,64.0,,0.64,12.8
2021-08-15,15,64.0,,0.64,9.6
2021-08-16,36,64.0,,0.64,23.04
2021-08-17,57,64.0,,0.64,36.480000000000004
2021-08-18,61,64.0,,0.64,39.04
2021-08-19,48,64.0,,0.64,30.72
2021-08-20,61,64.0,,0.64,39.04
2021-08-21,5,64.0,,0.64,3.2
2021-08-22,30,64.0,,0.64,19.2
2021-08-23,22,64.0,,0.64,14.08
2021-08-24,48,64.0,,0.64,30.72
2021-08-25,30,64.0,,0.64,19.2
2021-08-26,59,64.0,,0.64,37.76
2021-08-27,72,64.0,,0.64,46.08
2021-08-28,20,64.0,,0.64,12.8
2021-08-29,14,64.0,,0.64,8.96
2021-08-30,34,64.0,,0.64,21.76
2021-08-31,58,64.0,,0.64,37.12
2021-09-01,72,56.0,False,0.56,40.32000000000001
2021-09-02,59,56.0,,0.56,33.040000000000006
2021-09-03,61,56.0,,0.56,34.160000000000004
2021-09-04,13,56.0,,0.56,7.280000000000001
2021-09-05,6,56.0,,0.56,3.3600000000000003
2021-09-06,6,56.0,,0.56,3.3600000000000003
2021-09-07,49,56.0,,0.56,27.44
2021-09-08,26,56.0,,0.56,14.560000000000002
2021-09-09,32,56.0,,0.56,17.92
2021-09-10,33,56.0,,0.56,18.48
2021-09-11,24,56.0,,0.56,13.440000000000001
2021-09-12,6,56.0,,0.56,3.3600000000000003
2021-09-13,32,56.0,,0.56,17.92
2021-09-14,37,56.0,,0.56,20.720000000000002
2021-09-15,32,56.0,,0.56,17.92
2021-09-16,48,56.0,,0.56,26.880000000000003
2021-09-17,44,56.0,,0.56,24.64
2021-09-18,24,56.0,,0.56,13.440000000000001
2021-09-19,0,56.0,,0.56,0.0
2021-09-20,37,56.0,,0.56,20.720000000000002
2021-09-21,27,56.0,,0.56,15.120000000000001
2021-09-22,68,56.0,,0.56,38.080000000000005
2021-09-23,37,56.0,,0.56,20.720000000000002
2021-09-24,77,56.0,,0.56,43.120000000000005
2021-09-25,18,56.0,,0.56,10.080000000000002
2021-09-26,30,56.0,,0.56,16.8
2021-09-27,100,56.0,,0.56,56.00000000000001
2021-09-28,59,56.0,,0.56,33.040000000000006
2021-09-29,52,56.0,,0.56,29.120000000000005
2021-09-30,81,56.0,,0.56,45.36000000000001
2021-10-01,63,62.0,False,0.62,39.06
2021-10-02,7,62.0,,0.62,4.34
2021-10-03,0,62.0,,0.62,0.0
2021-10-04,64,62.0,,0.62,39.68
2021-10-05,61,62.0,,0.62,37.82
2021-10-06,72,62.0,,0.62,44.64
2021-10-07,74,62.0,,0.62,45.88
2021-10-08,38,62.0,,0.62,23.56
2021-10-09,21,62.0,,0.62,13.02
2021-10-10,13,62.0,,0.62,8.06
2021-10-11,61,62.0,,0.62,37.82
2021-10-12,80,62.0,,0.62,49.6
2021-10-13,88,62.0,,0.62,54.56
2021-10-14,98,62.0,,0.62,60.76
2021-10-15,100,62.0,,0.62,62.0
2021-10-16,21,62.0,,0.62,13.02
2021-10-17,14,62.0,,0.62,8.68
2021-10-18,73,62.0,,0.62,45.26
2021-10-19,69,62.0,,0.62,42.78
2021-10-20,80,62.0,,0.62,49.6
2021-10-21,98,62.0,,0.62,60.76
2021-10-22,62,62.0,,0.62,38.44
2021-10-23,21,62.0,,0.62,13.02
2021-10-24,13,62.0,,0.62,8.06
2021-10-25,49,62.0,,0.62,30.38
2021-10-26,54,62.0,,0.62,33.48
2021-10-27,78,62.0,,0.62,48.36
2021-10-28,98,62.0,,0.62,60.76
2021-10-29,56,62.0,,0.62,34.72
2021-10-30,13,62.0,,0.62,8.06
2021-10-31,7,62.0,,0.62,4.34
2021-11-01,73,58.0,False,0.58,42.339999999999996
2021-11-02,53,58.0,,0.58,30.74
2021-11-03,46,58.0,,0.58,26.68
2021-11-04,24,58.0,,0.58,13.919999999999998
2021-11-05,54,58.0,,0.58,31.319999999999997
2021-11-06,20,58.0,,0.58,11.6
2021-11-07,33,58.0,,0.58,19.139999999999997
2021-11-08,42,58.0,,0.58,24.36
2021-11-09,42,58.0,,0.58,24.36
2021-11-10,58,58.0,,0.58,33.64
2021-11-11,58,58.0,,0.58,33.64
2021-11-12,72,58.0,,0.58,41.76
2021-11-13,0,58.0,,0.58,0.0
2021-11-14,13,58.0,,0.58,7.539999999999999
2021-11-15,53,58.0,,0.58,30.74
2021-11-16,44,58.0,,0.58,25.52
2021-11-17,57,58.0,,0.58,33.059999999999995
2021-11-18,60,58.0,,0.58,34.8
2021-11-19,66,58.0,,0.58,38.279999999999994
2021-11-20,26,58.0,,0.58,15.079999999999998
2021-11-21,20,58.0,,0.58,11.6
2021-11-22,83,58.0,,0.58,48.13999999999999
2021-11-23,73,58.0,,0.58,42.339999999999996
2021-11-24,60,58.0,,0.58,34.8
2021-11-25,32,58.0,,0.58,18.56
2021-11-26,62,58.0,,0.58,35.96
2021-11-27,25,58.0,,0.58,14.499999999999998
2021-11-28,6,58.0,,0.58,3.4799999999999995
2021-11-29,33,58.0,,0.58,19.139999999999997
2021-11-30,100,58.0,,0.58,57.99999999999999
2021-12-01,67,60.0,False,0.6,40.199999999999996
2021-12-02,100,60.0,,0.6,60.0
2021-12-03,33,60.0,,0.6,19.8
2021-12-04,18,60.0,,0.6,10.799999999999999
2021-12-05,6,60.0,,0.6,3.5999999999999996
2021-12-06,48,60.0,,0.6,28.799999999999997
2021-12-07,54,60.0,,0.6,32.4
2021-12-08,55,60.0,,0.6,33.0
2021-12-09,44,60.0,,0.6,26.4
2021-12-10,28,60.0,,0.6,16.8
2021-12-11,31,60.0,,0.6,18.599999999999998
2021-12-12,6,60.0,,0.6,3.5999999999999996
2021-12-13,72,60.0,,0.6,43.199999999999996
2021-12-14,55,60.0,,0.6,33.0
2021-12-15,66,60.0,,0.6,39.6
2021-12-16,74,60.0,,0.6,44.4
2021-12-17,64,60.0,,0.6,38.4
2021-12-18,0,60.0,,0.6,0.0
2021-12-19,12,60.0,,0.6,7.199999999999999
2021-12-20,41,60.0,,0.6,24.599999999999998
2021-12-21,46,60.0,,0.6,27.599999999999998
2021-12-22,34,60.0,,0.6,20.4
2021-12-23,66,60.0,,0.6,39.6
2021-12-24,6,60.0,,0.6,3.5999999999999996
2021-12-25,14,60.0,,0.6,8.4
2021-12-26,13,60.0,,0.6,7.8
2021-12-27,23,60.0,,0.6,13.799999999999999
2021-12-28,97,60.0,,0.6,58.199999999999996
2021-12-29,55,60.0,,0.6,33.0
2021-12-30,67,60.0,,0.6,40.199999999999996
2021-12-31,28,60.0,,0.6,16.8
