date,SNAP_unscaled,SNAP_monthly,isPartial,scale,SNAP
2021-04-15,64,79.0,,0.79,50.56
2021-04-16,64,79.0,,0.79,50.56
2021-04-17,61,79.0,,0.79,48.190000000000005
2021-04-18,57,79.0,,0.79,45.03
2021-04-19,63,79.0,,0.79,49.77
2021-04-20,62,79.0,,0.79,48.980000000000004
2021-04-21,62,79.0,,0.79,48.980000000000004
2021-04-22,70,79.0,,0.79,55.300000000000004
2021-04-23,71,79.0,,0.79,56.09
2021-04-24,59,79.0,,0.79,46.61
2021-04-25,63,79.0,,0.79,49.77
2021-04-26,68,79.0,,0.79,53.72
2021-04-27,70,79.0,,0.79,55.300000000000004
2021-04-28,73,79.0,,0.79,57.67
2021-04-29,82,79.0,,0.79,64.78
2021-04-30,100,79.0,,0.79,79.0
2021-05-01,98,86.0,False,0.86,84.28
2021-05-02,100,86.0,,0.86,86.0
2021-05-03,94,86.0,,0.86,80.84
2021-05-04,89,86.0,,0.86,76.53999999999999
2021-05-05,77,86.0,,0.86,66.22
2021-05-06,74,86.0,,0.86,63.64
2021-05-07,69,86.0,,0.86,59.339999999999996
2021-05-08,69,86.0,,0.86,59.339999999999996
2021-05-09,65,86.0,,0.86,55.9
2021-05-10,73,86.0,,0.86,62.78
2021-05-11,66,86.0,,0.86,56.76
2021-05-12,64,86.0,,0.86,55.04
2021-05-13,62,86.0,,0.86,53.32
2021-05-14,61,86.0,,0.86,52.46
2021-05-15,56,86.0,,0.86,48.16
2021-05-16,62,86.0,,0.86,53.32
2021-05-17,63,86.0,,0.86,54.18
2021-05-18,64,86.0,,0.86,55.04
2021-05-19,55,86.0,,0.86,47.3
2021-05-20,57,86.0,,0.86,49.019999999999996
2021-05-21,60,86.0,,0.86,51.6
2021-05-22,56,86.0,,0.86,48.16
2021-05-23,60,86.0,,0.86,51.6
2021-05-24,62,86.0,,0.86,53.32
2021-05-25,64,86.0,,0.86,55.04
2021-05-26,63,86.0,,0.86,54.18
2021-05-27,61,86.0,,0.86,52.46
2021-05-28,59,86.0,,0.86,50.74
2021-05-29,56,86.0,,0.86,48.16
2021-05-30,56,86.0,,0.86,48.16
2021-05-31,55,86.0,,0.86,47.3
2021-06-01,96,76.0,False,0.76,72.96000000000001
2021-06-02,96,76.0,,0.76,72.96000000000001
2021-06-03,100,76.0,,0.76,76.0
2021-06-04,96,76.0,,0.76,72.96000000000001
2021-06-05,85,76.0,,0.76,64.6
2021-06-06,85,76.0,,0.76,64.6
2021-06-07,92,76.0,,0.76,69.92
2021-06-08,93,76.0,,0.76,70.68
2021-06-09,90,76.0,,0.76,68.4
2021-06-10,93,76.0,,0.76,70.68
2021-06-11,88,76.0,,0.76,66.88
2021-06-12,83,76.0,,0.76,63.08
2021-06-13,81,76.0,,0.76,61.56
2021-06-14,91,76.0,,0.76,69.16
2021-06-15,95,76.0,,0.76,72.2
2021-06-16,85,76.0,,0.76,64.6
2021-06-17,95,76.0,,0.76,72.2
2021-06-18,87,76.0,,0.76,66.12
2021-06-19,83,76.0,,0.76,63.08
2021-06-20,76,76.0,,0.76,57.76
2021-06-21,83,76.0,,0.76,63.08
2021-06-22,89,76.0,,0.76,67.64
2021-06-23,94,76.0,,0.76,71.44
2021-06-24,95,76.0,,0.76,72.2
2021-06-25,90,76.0,,0.76,68.4
2021-06-26,82,76.0,,0.76,62.32
2021-06-27,75,76.0,,0.76,57.0
2021-06-28,100,76.0,,0.76,76.0
2021-06-29,90,76.0,,0.76,68.4
2021-06-30,88,76.0,,0.76,66.88
2021-07-01,57,79.0,False,0.79,45.03
2021-07-02,51,79.0,,0.79,40.29
2021-07-03,50,79.0,,0.79,39.5
2021-07-04,45,79.0,,0.79,35.550000000000004
2021-07-05,51,79.0,,0.79,40.29
2021-07-06,57,79.0,,0.79,45.03
2021-07-07,55,79.0,,0.79,43.45
2021-07-08,54,79.0,,0.79,42.660000000000004
2021-07-09,53,79.0,,0.79,41.870000000000005
2021-07-10,49,79.0,,0.79,38.71
2021-07-11,51,79.0,,0.79,40.29
2021-07-12,59,79.0,,0.79,46.61
2021-07-13,56,79.0,,0.79,44.24
2021-07-14,55,79.0,,0.79,43.45
2021-07-15,51,79.0,,0.79,40.29
2021-07-16,52,79.0,,0.79,41.08
2021-07-17,48,79.0,,0.79,37.92
2021-07-18,46,79.0,,0.79,36.34
2021-07-19,52,79.0,,0.79,41.08
2021-07-20,50,79.0,,0.79,39.5
2021-07-21,52,79.0,,0.79,41.08
2021-07-22,56,79.0,,0.79,44.24
2021-07-23,65,79.0,,0.79,51.35
2021-07-24,50,79.0,,0.79,39.5
2021-07-25,48,79.0,,0.79,37.92
2021-07-26,55,79.0,,0.79,43.45
2021-07-27,52,79.0,,0.79,41.08
2021-07-28,55,79.0,,0.79,43.45
2021-07-29,100,79.0,,0.79,79.0
2021-07-30,91,79.0,,0.79,71.89
2021-07-31,52,79.0,,0.79,41.08
2021-08-01,75,79.0,False,0.79,59.25
2021-08-02,80,79.0,,0.79,63.2
2021-08-03,79,79.0,,0.79,62.410000000000004
2021-08-04,88,79.0,,0.79,69.52000000000001
2021-08-05,81,79.0,,0.79,63.99
2021-08-06,75,79.0,,0.79,59.25
2021-08-07,68,79.0,,0.79,53.72
2021-08-08,64,79.0,,0.79,50.56
2021-08-09,78,79.0,,0.79,61.620000000000005
2021-08-10,76,79.0,,0.79,60.040000000000006
2021-08-11,73,79.0,,0.79,57.67
2021-08-12,70,79.0,,0.79,55.300000000000004
2021-08-13,64,79.0,,0.79,50.56
2021-08-14,66,79.0,,0.79,52.14
2021-08-15,70,79.0,,0.79,55.300000000000004
2021-08-16,100,79.0,,0.79,79.0
2021-08-17,91,79.0,,0.79,71.89
2021-08-18,83,79.0,,0.79,65.57000000000001
2021-08-19,76,79.0,,0.79,60.040000000000006
2021-08-20,70,79.0,,0.79,55.300000000000004
2021-08-21,65,79.0,,0.79,51.35
2021-08-22,67,79.0,,0.79,52.93
2021-08-23,76,79.0,,0.79,60.040000000000006
2021-08-24,77,79.0,,0.79,60.830000000000005
2021-08-25,73,79.0,,0.79,57.67
2021-08-26,71,79.0,,0.79,56.09
2021-08-27,69,79.0,,0.79,54.510000000000005
2021-08-28,69,79.0,,0.79,54.510000000000005
2021-08-29,65,79.0,,0.79,51.35
2021-08-30,67,79.0,,0.79,52.93
2021-08-31,79,79.0,,0.79,62.410000000000004
2021-09-01,95,74.0,False,0.74,70.3
2021-09-02,92,74.0,,0.74,68.08
2021-09-03,93,74.0,,0.74,68.82
2021-09-04,86,74.0,,0.74,63.64
2021-09-05,90,74.0,,0.74,66.6
2021-09-06,91,74.0,,0.74,67.34
2021-09-07,98,74.0,,0.74,72.52
2021-09-08,95,74.0,,0.74,70.3
2021-09-09,96,74.0,,0.74,71.03999999999999
2021-09-10,88,74.0,,0.74,65.12
2021-09-11,79,74.0,,0.74,58.46
2021-09-12,81,74.0,,0.74,59.94
2021-09-13,97,74.0,,0.74,71.78
2021-09-14,94,74.0,,0.74,69.56
2021-09-15,96,74.0,,0.74,71.03999999999999
2021-09-16,92,74.0,,0.74,68.08
2021-09-17,89,74.0,,0.74,65.86
2021-09-18,81,74.0,,0.74,59.94
2021-09-19,84,74.0,,0.74,62.16
2021-09-20,92,74.0,,0.74,68.08
2021-09-21,89,74.0,,0.74,65.86
2021-09-22,99,74.0,,0.74,73.26
2021-09-23,92,74.0,,0.74,68.08
2021-09-24,88,74.0,,0.74,65.12
2021-09-25,84,74.0,,0.74,62.16
2021-09-26,100,74.0,,0.74,74.0
2021-09-27,95,74.0,,0.74,70.3
2021-09-28,99,74.0,,0.74,73.26
2021-09-29,97,74.0,,0.74,71.78
2021-09-30,96,74.0,,0.74,71.03999999999999
2021-10-01,73,78.0,False,0.78,56.940000000000005
2021-10-02,67,78.0,,0.78,52.260000000000005
2021-10-03,68,78.0,,0.78,53.04
2021-10-04,78,78.0,,0.78,60.84
2021-10-05,77,78.0,,0.78,60.06
2021-10-06,74,78.0,,0.78,57.72
2021-10-07,70,78.0,,0.78,54.6
2021-10-08,68,78.0,,0.78,53.04
2021-10-09,57,78.0,,0.78,44.46
2021-10-10,63,78.0,,0.78,49.14
2021-10-11,73,78.0,,0.78,56.940000000000005
2021-10-12,70,78.0,,0.78,54.6
2021-10-13,90,78.0,,0.78,70.2
2021-10-14,70,78.0,,0.78,54.6
2021-10-15,66,78.0,,0.78,51.480000000000004
2021-10-16,65,78.0,,0.78,50.7
2021-10-17,66,78.0,,0.78,51.480000000000004
2021-10-18,68,78.0,,0.78,53.04
2021-10-19,75,78.0,,0.78,58.5
2021-10-20,71,78.0,,0.78,55.38
2021-10-21,93,78.0,,0.78,72.54
2021-10-22,100,78.0,,0.78,78.0
2021-10-23,65,78.0,,0.78,50.7
2021-10-24,66,78.0,,0.78,51.480000000000004
2021-10-25,79,78.0,,0.78,61.620000000000005
2021-10-26,82,78.0,,0.78,63.96
2021-10-27,77,78.0,,0.78,60.06
2021-10-28,77,78.0,,0.78,60.06
2021-10-29,70,78.0,,0.78,54.6
2021-10-30,65,78.0,,0.78,50.7
2021-10-31,70,78.0,,0.78,54.6
2021-11-01,86,79.0,False,0.79,67.94
2021-11-02,94,79.0,,0.79,74.26
2021-11-03,89,79.0,,0.79,70.31
2021-11-04,88,79.0,,0.79,69.52000000000001
2021-11-05,81,79.0,,0.79,63.99
2021-11-06,71,79.0,,0.79,56.09
2021-11-07,77,79.0,,0.79,60.830000000000005
2021-11-08,89,79.0,,0.79,70.31
2021-11-09,85,79.0,,0.79,67.15
2021-11-10,84,79.0,,0.79,66.36
2021-11-11,78,79.0,,0.79,61.620000000000005
2021-11-12,83,79.0,,0.79,65.57000000000001
2021-11-13,77,79.0,,0.79,60.830000000000005
2021-11-14,78,79.0,,0.79,61.620000000000005
2021-11-15,90,79.0,,0.79,71.10000000000001
2021-11-16,100,79.0,,0.79,79.0
2021-11-17,85,79.0,,0.79,67.15
2021-11-18,81,79.0,,0.79,63.99
2021-11-19,80,79.0,,0.79,63.2
2021-11-20,78,79.0,,0.79,61.620000000000005
2021-11-21,77,79.0,,0.79,60.830000000000005
2021-11-22,88,79.0,,0.79,69.52000000000001
2021-11-23,87,79.0,,0.79,68.73
2021-11-24,80,79.0,,0.79,63.2
2021-11-25,65,79.0,,0.79,51.35
2021-11-26,77,79.0,,0.79,60.830000000000005
2021-11-27,79,79.0,,0.79,62.410000000000004
2021-11-28,77,79.0,,0.79,60.830000000000005
2021-11-29,86,79.0,,0.79,67.94
2021-11-30,84,79.0,,0.79,66.36
2021-12-01,100,76.0,False,0.76,76.0
2021-12-02,92,76.0,,0.76,69.92
2021-12-03,89,76.0,,0.76,67.64
2021-12-04,86,76.0,,0.76,65.36
2021-12-05,84,76.0,,0.76,63.84
2021-12-06,96,76.0,,0.76,72.96000000000001
2021-12-07,96,76.0,,0.76,72.96000000000001
2021-12-08,98,76.0,,0.76,74.48
2021-12-09,95,76.0,,0.76,72.2
2021-12-10,90,76.0,,0.76,68.4
2021-12-11,80,76.0,,0.76,60.8
2021-12-12,84,76.0,,0.76,63.84
2021-12-13,87,76.0,,0.76,66.12
2021-12-14,96,76.0,,0.76,72.96000000000001
2021-12-15,89,76.0,,0.76,67.64
2021-12-16,88,76.0,,0.76,66.88
2021-12-17,86,76.0,,0.76,65.36
2021-12-18,83,76.0,,0.76,63.08
2021-12-19,77,76.0,,0.76,58.52
2021-12-20,86,76.0,,0.76,65.36
2021-12-21,87,76.0,,0.76,66.12
2021-12-22,89,76.0,,0.76,67.64
2021-12-23,89,76.0,,0.76,67.64
2021-12-24,78,76.0,,0.76,59.28
2021-12-25,73,76.0,,0.76,55.480000000000004
2021-12-26,75,76.0,,0.76,57.0
2021-12-27,90,76.0,,0.76,68.4
2021-12-28,90,76.0,,0.76,68.4
2021-12-29,91,76.0,,0.76,69.16
2021-12-30,89,76.0,,0.76,67.64
2021-12-31,83,76.0,,0.76,63.08
