date,ME_unscaled,ME_monthly,isPartial,scale,ME
2021-05-01,100,92.0,False,0.92,92.0
2021-05-02,84,92.0,,0.92,77.28
2021-05-03,64,92.0,,0.92,58.88
2021-05-04,61,92.0,,0.92,56.120000000000005
2021-05-05,63,92.0,,0.92,57.96
2021-05-06,63,92.0,,0.92,57.96
2021-05-07,70,92.0,,0.92,64.4
2021-05-08,86,92.0,,0.92,79.12
2021-05-09,78,92.0,,0.92,71.76
2021-05-10,66,92.0,,0.92,60.720000000000006
2021-05-11,64,92.0,,0.92,58.88
2021-05-12,62,92.0,,0.92,57.04
2021-05-13,69,92.0,,0.92,63.480000000000004
2021-05-14,71,92.0,,0.92,65.32000000000001
2021-05-15,87,92.0,,0.92,80.04
2021-05-16,81,92.0,,0.92,74.52000000000001
2021-05-17,67,92.0,,0.92,61.64
2021-05-18,64,92.0,,0.92,58.88
2021-05-19,66,92.0,,0.92,60.720000000000006
2021-05-20,67,92.0,,0.92,61.64
2021-05-21,71,92.0,,0.92,65.32000000000001
2021-05-22,87,92.0,,0.92,80.04
2021-05-23,78,92.0,,0.92,71.76
2021-05-24,69,92.0,,0.92,63.480000000000004
2021-05-25,66,92.0,,0.92,60.720000000000006
2021-05-26,68,92.0,,0.92,62.56
2021-05-27,66,92.0,,0.92,60.720000000000006
2021-05-28,73,92.0,,0.92,67.16
2021-05-29,88,92.0,,0.92,80.96000000000001
2021-05-30,89,92.0,,0.92,81.88000000000001
2021-05-31,84,92.0,,0.92,77.28
2021-06-01,75,96.0,False,0.96,72.0
2021-06-02,74,96.0,,0.96,71.03999999999999
2021-06-03,74,96.0,,0.96,71.03999999999999
2021-06-04,81,96.0,,0.96,77.75999999999999
2021-06-05,96,96.0,,0.96,92.16
2021-06-06,90,96.0,,0.96,86.39999999999999
2021-06-07,75,96.0,,0.96,72.0
2021-06-08,72,96.0,,0.96,69.12
2021-06-09,73,96.0,,0.96,70.08
2021-06-10,81,96.0,,0.96,77.75999999999999
2021-06-11,83,96.0,,0.96,79.67999999999999
2021-06-12,98,96.0,,0.96,94.08
2021-06-13,93,96.0,,0.96,89.28
2021-06-14,79,96.0,,0.96,75.84
2021-06-15,75,96.0,,0.96,72.0
2021-06-16,78,96.0,,0.96,74.88
2021-06-17,78,96.0,,0.96,74.88
2021-06-18,85,96.0,,0.96,81.6
2021-06-19,97,96.0,,0.96,93.11999999999999
2021-06-20,90,96.0,,0.96,86.39999999999999
2021-06-21,77,96.0,,0.96,73.92
2021-06-22,74,96.0,,0.96,71.03999999999999
2021-06-23,75,96.0,,0.96,72.0
2021-06-24,82,96.0,,0.96,78.72
2021-06-25,87,96.0,,0.96,83.52
2021-06-26,100,96.0,,0.96,96.0
2021-06-27,94,96.0,,0.96,90.24
2021-06-28,81,96.0,,0.96,77.75999999999999
2021-06-29,80,96.0,,0.96,76.8
2021-06-30,74,96.0,,0.96,71.03999999999999
2021-07-01,78,100.0,False,1.0,78.0
2021-07-02,83,100.0,,1.0,83.0
2021-07-03,93,100.0,,1.0,93.0
2021-07-04,100,100.0,,1.0,100.0
2021-07-05,98,100.0,,1.0,98.0
2021-07-06,76,100.0,,1.0,76.0
2021-07-07,71,100.0,,1.0,71.0
2021-07-08,79,100.0,,1.0,79.0
2021-07-09,78,100.0,,1.0,78.0
2021-07-10,94,100.0,,1.0,94.0
2021-07-11,87,100.0,,1.0,87.0
2021-07-12,76,100.0,,1.0,76.0
2021-07-13,75,100.0,,1.0,75.0
2021-07-14,77,100.0,,1.0,77.0
2021-07-15,75,100.0,,1.0,75.0
2021-07-16,82,100.0,,1.0,82.0
2021-07-17,95,100.0,,1.0,95.0
2021-07-18,90,100.0,,1.0,90.0
2021-07-19,76,100.0,,1.0,76.0
2021-07-20,73,100.0,,1.0,73.0
2021-07-21,74,100.0,,1.0,74.0
2021-07-22,76,100.0,,1.0,76.0
2021-07-23,81,100.0,,1.0,81.0
2021-07-24,95,100.0,,1.0,95.0
2021-07-25,89,100.0,,1.0,89.0
2021-07-26,78,100.0,,1.0,78.0
2021-07-27,73,100.0,,1.0,73.0
2021-07-28,73,100.0,,1.0,73.0
2021-07-29,78,100.0,,1.0,78.0
2021-07-30,78,100.0,,1.0,78.0
2021-07-31,96,100.0,,1.0,96.0
2021-08-01,94,97.0,False,0.97,91.17999999999999
2021-08-02,81,97.0,,0.97,78.57
2021-08-03,75,97.0,,0.97,72.75
2021-08-04,98,97.0,,0.97,95.06
2021-08-05,84,97.0,,0.97,81.48
2021-08-06,85,97.0,,0.97,82.45
2021-08-07,100,97.0,,0.97,97.0
2021-08-08,93,97.0,,0.97,90.21
2021-08-09,81,97.0,,0.97,78.57
2021-08-10,76,97.0,,0.97,73.72
2021-08-11,80,97.0,,0.97,77.6
2021-08-12,76,97.0,,0.97,73.72
2021-08-13,86,97.0,,0.97,83.42
2021-08-14,98,97.0,,0.97,95.06
2021-08-15,94,97.0,,0.97,91.17999999999999
2021-08-16,80,97.0,,0.97,77.6
2021-08-17,76,97.0,,0.97,73.72
2021-08-18,78,97.0,,0.97,75.66
2021-08-19,77,97.0,,0.97,74.69
2021-08-20,82,97.0,,0.97,79.53999999999999
2021-08-21,97,97.0,,0.97,94.09
2021-08-22,88,97.0,,0.97,85.36
2021-08-23,76,97.0,,0.97,73.72
2021-08-24,74,97.0,,0.97,71.78
2021-08-25,78,97.0,,0.97,75.66
2021-08-26,74,97.0,,0.97,71.78
2021-08-27,79,97.0,,0.97,76.63
2021-08-28,97,97.0,,0.97,94.09
2021-08-29,87,97.0,,0.97,84.39
2021-08-30,73,97.0,,0.97,70.81
2021-08-31,73,97.0,,0.97,70.81
2021-09-01,91,89.0,False,0.89,80.99
2021-09-02,79,89.0,,0.89,70.31
2021-09-03,80,89.0,,0.89,71.2
2021-09-04,100,89.0,,0.89,89.0
2021-09-05,95,89.0,,0.89,84.55
2021-09-06,93,89.0,,0.89,82.77
2021-09-07,76,89.0,,0.89,67.64
2021-09-08,68,89.0,,0.89,60.52
2021-09-09,76,89.0,,0.89,67.64
2021-09-10,78,89.0,,0.89,69.42
2021-09-11,95,89.0,,0.89,84.55
2021-09-12,83,89.0,,0.89,73.87
2021-09-13,72,89.0,,0.89,64.08
2021-09-14,70,89.0,,0.89,62.300000000000004
2021-09-15,72,89.0,,0.89,64.08
2021-09-16,76,89.0,,0.89,67.64
2021-09-17,76,89.0,,0.89,67.64
2021-09-18,95,89.0,,0.89,84.55
2021-09-19,85,89.0,,0.89,75.65
2021-09-20,71,89.0,,0.89,63.19
2021-09-21,71,89.0,,0.89,63.19
2021-09-22,70,89.0,,0.89,62.300000000000004
2021-09-23,70,89.0,,0.89,62.300000000000004
2021-09-24,76,89.0,,0.89,67.64
2021-09-25,94,89.0,,0.89,83.66
2021-09-26,85,89.0,,0.89,75.65
2021-09-27,72,89.0,,0.89,64.08
2021-09-28,67,89.0,,0.89,59.63
2021-09-29,68,89.0,,0.89,60.52
2021-09-30,74,89.0,,0.89,65.86
2021-10-01,80,88.0,False,0.88,70.4
2021-10-02,97,88.0,,0.88,85.36
2021-10-03,90,88.0,,0.88,79.2
2021-10-04,74,88.0,,0.88,65.12
2021-10-05,72,88.0,,0.88,63.36
2021-10-06,72,88.0,,0.88,63.36
2021-10-07,76,88.0,,0.88,66.88
2021-10-08,83,88.0,,0.88,73.04
2021-10-09,100,88.0,,0.88,88.0
2021-10-10,91,88.0,,0.88,80.08
2021-10-11,79,88.0,,0.88,69.52
2021-10-12,73,88.0,,0.88,64.24
2021-10-13,72,88.0,,0.88,63.36
2021-10-14,77,88.0,,0.88,67.76
2021-10-15,83,88.0,,0.88,73.04
2021-10-16,98,88.0,,0.88,86.24
2021-10-17,93,88.0,,0.88,81.84
2021-10-18,76,88.0,,0.88,66.88
2021-10-19,72,88.0,,0.88,63.36
2021-10-20,70,88.0,,0.88,61.6
2021-10-21,76,88.0,,0.88,66.88
2021-10-22,80,88.0,,0.88,70.4
2021-10-23,100,88.0,,0.88,88.0
2021-10-24,88,88.0,,0.88,77.44
2021-10-25,72,88.0,,0.88,63.36
2021-10-26,68,88.0,,0.88,59.84
2021-10-27,69,88.0,,0.88,60.72
2021-10-28,76,88.0,,0.88,66.88
2021-10-29,78,88.0,,0.88,68.64
2021-10-30,95,88.0,,0.88,83.6
2021-10-31,86,88.0,,0.88,75.68
2021-11-01,77,82.0,False,0.82,63.13999999999999
2021-11-02,72,82.0,,0.82,59.04
2021-11-03,77,82.0,,0.82,63.13999999999999
2021-11-04,77,82.0,,0.82,63.13999999999999
2021-11-05,82,82.0,,0.82,67.24
2021-11-06,100,82.0,,0.82,82.0
2021-11-07,87,82.0,,0.82,71.33999999999999
2021-11-08,77,82.0,,0.82,63.13999999999999
2021-11-09,76,82.0,,0.82,62.31999999999999
2021-11-10,81,82.0,,0.82,66.42
2021-11-11,81,82.0,,0.82,66.42
2021-11-12,81,82.0,,0.82,66.42
2021-11-13,100,82.0,,0.82,82.0
2021-11-14,91,82.0,,0.82,74.61999999999999
2021-11-15,78,82.0,,0.82,63.959999999999994
2021-11-16,75,82.0,,0.82,61.49999999999999
2021-11-17,76,82.0,,0.82,62.31999999999999
2021-11-18,78,82.0,,0.82,63.959999999999994
2021-11-19,82,82.0,,0.82,67.24
2021-11-20,99,82.0,,0.82,81.17999999999999
2021-11-21,93,82.0,,0.82,76.25999999999999
2021-11-22,81,82.0,,0.82,66.42
2021-11-23,78,82.0,,0.82,63.959999999999994
2021-11-24,88,82.0,,0.82,72.16
2021-11-25,91,82.0,,0.82,74.61999999999999
2021-11-26,91,82.0,,0.82,74.61999999999999
2021-11-27,92,82.0,,0.82,75.44
2021-11-28,86,82.0,,0.82,70.52
2021-11-29,74,82.0,,0.82,60.68
2021-11-30,72,82.0,,0.82,59.04
2021-12-01,66,93.0,False,0.93,61.38
2021-12-02,63,93.0,,0.93,58.59
2021-12-03,69,93.0,,0.93,64.17
2021-12-04,85,93.0,,0.93,79.05
2021-12-05,76,93.0,,0.93,70.68
2021-12-06,65,93.0,,0.93,60.45
2021-12-07,62,93.0,,0.93,57.660000000000004
2021-12-08,63,93.0,,0.93,58.59
2021-12-09,65,93.0,,0.93,60.45
2021-12-10,71,93.0,,0.93,66.03
2021-12-11,88,93.0,,0.93,81.84
2021-12-12,80,93.0,,0.93,74.4
2021-12-13,66,93.0,,0.93,61.38
2021-12-14,65,93.0,,0.93,60.45
2021-12-15,66,93.0,,0.93,61.38
2021-12-16,72,93.0,,0.93,66.96000000000001
2021-12-17,74,93.0,,0.93,68.82000000000001
2021-12-18,88,93.0,,0.93,81.84
2021-12-19,85,93.0,,0.93,79.05
2021-12-20,78,93.0,,0.93,72.54
2021-12-21,79,93.0,,0.93,73.47
2021-12-22,80,93.0,,0.93,74.4
2021-12-23,94,93.0,,0.93,87.42
2021-12-24,100,93.0,,0.93,93.0
2021-12-25,92,93.0,,0.93,85.56
2021-12-26,90,93.0,,0.93,83.7
2021-12-27,86,93.0,,0.93,79.98
2021-12-28,83,93.0,,0.93,77.19
2021-12-29,82,93.0,,0.93,76.26
2021-12-30,86,93.0,,0.93,79.98
2021-12-31,90,93.0,,0.93,83.7
