date,MTCH_unscaled,MTCH_monthly,isPartial,scale,MTCH
2021-05-01,50,31.0,False,0.31,15.5
2021-05-02,8,31.0,,0.31,2.48
2021-05-03,7,31.0,,0.31,2.17
2021-05-04,92,31.0,,0.31,28.52
2021-05-05,100,31.0,,0.31,31.0
2021-05-06,29,31.0,,0.31,8.99
2021-05-07,30,31.0,,0.31,9.3
2021-05-08,25,31.0,,0.31,7.75
2021-05-09,25,31.0,,0.31,7.75
2021-05-10,45,31.0,,0.31,13.95
2021-05-11,66,31.0,,0.31,20.46
2021-05-12,7,31.0,,0.31,2.17
2021-05-13,22,31.0,,0.31,6.82
2021-05-14,39,31.0,,0.31,12.09
2021-05-15,9,31.0,,0.31,2.79
2021-05-16,17,31.0,,0.31,5.27
2021-05-17,37,31.0,,0.31,11.47
2021-05-18,30,31.0,,0.31,9.3
2021-05-19,36,31.0,,0.31,11.16
2021-05-20,7,31.0,,0.31,2.17
2021-05-21,23,31.0,,0.31,7.13
2021-05-22,9,31.0,,0.31,2.79
2021-05-23,8,31.0,,0.31,2.48
2021-05-24,52,31.0,,0.31,16.12
2021-05-25,23,31.0,,0.31,7.13
2021-05-26,0,31.0,,0.31,0.0
2021-05-27,7,31.0,,0.31,2.17
2021-05-28,15,31.0,,0.31,4.65
2021-05-29,8,31.0,,0.31,2.48
2021-05-30,17,31.0,,0.31,5.27
2021-05-31,8,31.0,,0.31,2.48
2021-06-01,28,31.0,False,0.31,8.68
2021-06-02,27,31.0,,0.31,8.37
2021-06-03,27,31.0,,0.31,8.37
2021-06-04,57,31.0,,0.31,17.669999999999998
2021-06-05,16,31.0,,0.31,4.96
2021-06-06,31,31.0,,0.31,9.61
2021-06-07,94,31.0,,0.31,29.14
2021-06-08,55,31.0,,0.31,17.05
2021-06-09,96,31.0,,0.31,29.759999999999998
2021-06-10,28,31.0,,0.31,8.68
2021-06-11,100,31.0,,0.31,31.0
2021-06-12,31,31.0,,0.31,9.61
2021-06-13,30,31.0,,0.31,9.3
2021-06-14,41,31.0,,0.31,12.709999999999999
2021-06-15,41,31.0,,0.31,12.709999999999999
2021-06-16,69,31.0,,0.31,21.39
2021-06-17,85,31.0,,0.31,26.35
2021-06-18,86,31.0,,0.31,26.66
2021-06-19,63,31.0,,0.31,19.53
2021-06-20,16,31.0,,0.31,4.96
2021-06-21,14,31.0,,0.31,4.34
2021-06-22,99,31.0,,0.31,30.69
2021-06-23,97,31.0,,0.31,30.07
2021-06-24,85,31.0,,0.31,26.35
2021-06-25,71,31.0,,0.31,22.01
2021-06-26,48,31.0,,0.31,14.879999999999999
2021-06-27,16,31.0,,0.31,4.96
2021-06-28,56,31.0,,0.31,17.36
2021-06-29,85,31.0,,0.31,26.35
2021-06-30,82,31.0,,0.31,25.419999999999998
2021-07-01,77,26.0,False,0.26,20.02
2021-07-02,23,26.0,,0.26,5.98
2021-07-03,26,26.0,,0.26,6.76
2021-07-04,0,26.0,,0.26,0.0
2021-07-05,39,26.0,,0.26,10.14
2021-07-06,69,26.0,,0.26,17.94
2021-07-07,55,26.0,,0.26,14.3
2021-07-08,46,26.0,,0.26,11.96
2021-07-09,92,26.0,,0.26,23.92
2021-07-10,0,26.0,,0.26,0.0
2021-07-11,25,26.0,,0.26,6.5
2021-07-12,11,26.0,,0.26,2.8600000000000003
2021-07-13,46,26.0,,0.26,11.96
2021-07-14,100,26.0,,0.26,26.0
2021-07-15,79,26.0,,0.26,20.54
2021-07-16,34,26.0,,0.26,8.84
2021-07-17,25,26.0,,0.26,6.5
2021-07-18,0,26.0,,0.26,0.0
2021-07-19,22,26.0,,0.26,5.720000000000001
2021-07-20,34,26.0,,0.26,8.84
2021-07-21,33,26.0,,0.26,8.58
2021-07-22,25,26.0,,0.26,6.5
2021-07-23,53,26.0,,0.26,13.780000000000001
2021-07-24,38,26.0,,0.26,9.88
2021-07-25,51,26.0,,0.26,13.26
2021-07-26,45,26.0,,0.26,11.700000000000001
2021-07-27,11,26.0,,0.26,2.8600000000000003
2021-07-28,57,26.0,,0.26,14.82
2021-07-29,56,26.0,,0.26,14.56
2021-07-30,11,26.0,,0.26,2.8600000000000003
2021-07-31,37,26.0,,0.26,9.620000000000001
2021-08-01,14,31.0,False,0.31,4.34
2021-08-02,24,31.0,,0.31,7.4399999999999995
2021-08-03,97,31.0,,0.31,30.07
2021-08-04,99,31.0,,0.31,30.69
2021-08-05,25,31.0,,0.31,7.75
2021-08-06,64,31.0,,0.31,19.84
2021-08-07,28,31.0,,0.31,8.68
2021-08-08,28,31.0,,0.31,8.68
2021-08-09,37,31.0,,0.31,11.47
2021-08-10,76,31.0,,0.31,23.56
2021-08-11,96,31.0,,0.31,29.759999999999998
2021-08-12,100,31.0,,0.31,31.0
2021-08-13,64,31.0,,0.31,19.84
2021-08-14,0,31.0,,0.31,0.0
2021-08-15,14,31.0,,0.31,4.34
2021-08-16,50,31.0,,0.31,15.5
2021-08-17,24,31.0,,0.31,7.4399999999999995
2021-08-18,85,31.0,,0.31,26.35
2021-08-19,48,31.0,,0.31,14.879999999999999
2021-08-20,49,31.0,,0.31,15.19
2021-08-21,41,31.0,,0.31,12.709999999999999
2021-08-22,14,31.0,,0.31,4.34
2021-08-23,74,31.0,,0.31,22.94
2021-08-24,80,31.0,,0.31,24.8
2021-08-25,48,31.0,,0.31,14.879999999999999
2021-08-26,25,31.0,,0.31,7.75
2021-08-27,25,31.0,,0.31,7.75
2021-08-28,14,31.0,,0.31,4.34
2021-08-29,13,31.0,,0.31,4.03
2021-08-30,36,31.0,,0.31,11.16
2021-08-31,75,31.0,,0.31,23.25
2021-09-01,32,39.0,False,0.39,12.48
2021-09-02,28,39.0,,0.39,10.92
2021-09-03,44,39.0,,0.39,17.16
2021-09-04,50,39.0,,0.39,19.5
2021-09-05,17,39.0,,0.39,6.63
2021-09-06,16,39.0,,0.39,6.24
2021-09-07,100,39.0,,0.39,39.0
2021-09-08,37,39.0,,0.39,14.43
2021-09-09,19,39.0,,0.39,7.41
2021-09-10,49,39.0,,0.39,19.11
2021-09-11,16,39.0,,0.39,6.24
2021-09-12,0,39.0,,0.39,0.0
2021-09-13,24,39.0,,0.39,9.36
2021-09-14,42,39.0,,0.39,16.38
2021-09-15,19,39.0,,0.39,7.41
2021-09-16,33,39.0,,0.39,12.870000000000001
2021-09-17,19,39.0,,0.39,7.41
2021-09-18,0,39.0,,0.39,0.0
2021-09-19,5,39.0,,0.39,1.9500000000000002
2021-09-20,19,39.0,,0.39,7.41
2021-09-21,43,39.0,,0.39,16.77
2021-09-22,0,39.0,,0.39,0.0
2021-09-23,14,39.0,,0.39,5.46
2021-09-24,24,39.0,,0.39,9.36
2021-09-25,0,39.0,,0.39,0.0
2021-09-26,5,39.0,,0.39,1.9500000000000002
2021-09-27,32,39.0,,0.39,12.48
2021-09-28,14,39.0,,0.39,5.46
2021-09-29,18,39.0,,0.39,7.0200000000000005
2021-09-30,5,39.0,,0.39,1.9500000000000002
2021-10-01,37,26.0,False,0.26,9.620000000000001
2021-10-02,10,26.0,,0.26,2.6
2021-10-03,19,26.0,,0.26,4.94
2021-10-04,26,26.0,,0.26,6.76
2021-10-05,64,26.0,,0.26,16.64
2021-10-06,36,26.0,,0.26,9.36
2021-10-07,37,26.0,,0.26,9.620000000000001
2021-10-08,57,26.0,,0.26,14.82
2021-10-09,21,26.0,,0.26,5.46
2021-10-10,0,26.0,,0.26,0.0
2021-10-11,0,26.0,,0.26,0.0
2021-10-12,37,26.0,,0.26,9.620000000000001
2021-10-13,28,26.0,,0.26,7.28
2021-10-14,27,26.0,,0.26,7.0200000000000005
2021-10-15,56,26.0,,0.26,14.56
2021-10-16,0,26.0,,0.26,0.0
2021-10-17,0,26.0,,0.26,0.0
2021-10-18,54,26.0,,0.26,14.040000000000001
2021-10-19,56,26.0,,0.26,14.56
2021-10-20,36,26.0,,0.26,9.36
2021-10-21,100,26.0,,0.26,26.0
2021-10-22,46,26.0,,0.26,11.96
2021-10-23,10,26.0,,0.26,2.6
2021-10-24,10,26.0,,0.26,2.6
2021-10-25,45,26.0,,0.26,11.700000000000001
2021-10-26,27,26.0,,0.26,7.0200000000000005
2021-10-27,54,26.0,,0.26,14.040000000000001
2021-10-28,18,26.0,,0.26,4.68
2021-10-29,37,26.0,,0.26,9.620000000000001
2021-10-30,10,26.0,,0.26,2.6
2021-10-31,0,26.0,,0.26,0.0
2021-11-01,41,29.0,False,0.29,11.889999999999999
2021-11-02,87,29.0,,0.29,25.229999999999997
2021-11-03,100,29.0,,0.29,28.999999999999996
2021-11-04,16,29.0,,0.29,4.64
2021-11-05,57,29.0,,0.29,16.529999999999998
2021-11-06,27,29.0,,0.29,7.829999999999999
2021-11-07,26,29.0,,0.29,7.539999999999999
2021-11-08,40,29.0,,0.29,11.6
2021-11-09,0,29.0,,0.29,0.0
2021-11-10,55,29.0,,0.29,15.95
2021-11-11,46,29.0,,0.29,13.34
2021-11-12,24,29.0,,0.29,6.959999999999999
2021-11-13,18,29.0,,0.29,5.22
2021-11-14,0,29.0,,0.29,0.0
2021-11-15,16,29.0,,0.29,4.64
2021-11-16,22,29.0,,0.29,6.38
2021-11-17,0,29.0,,0.29,0.0
2021-11-18,56,29.0,,0.29,16.24
2021-11-19,32,29.0,,0.29,9.28
2021-11-20,9,29.0,,0.29,2.61
2021-11-21,18,29.0,,0.29,5.22
2021-11-22,16,29.0,,0.29,4.64
2021-11-23,65,29.0,,0.29,18.849999999999998
2021-11-24,8,29.0,,0.29,2.32
2021-11-25,0,29.0,,0.29,0.0
2021-11-26,25,29.0,,0.29,7.249999999999999
2021-11-27,8,29.0,,0.29,2.32
2021-11-28,17,29.0,,0.29,4.93
2021-11-29,7,29.0,,0.29,2.03
2021-11-30,37,29.0,,0.29,10.729999999999999
2021-12-01,35,22.0,False,0.22,7.7
2021-12-02,71,22.0,,0.22,15.62
2021-12-03,61,22.0,,0.22,13.42
2021-12-04,27,22.0,,0.22,5.94
2021-12-05,27,22.0,,0.22,5.94
2021-12-06,48,22.0,,0.22,10.56
2021-12-07,36,22.0,,0.22,7.92
2021-12-08,37,22.0,,0.22,8.14
2021-12-09,50,22.0,,0.22,11.0
2021-12-10,75,22.0,,0.22,16.5
2021-12-11,55,22.0,,0.22,12.1
2021-12-12,14,22.0,,0.22,3.08
2021-12-13,75,22.0,,0.22,16.5
2021-12-14,62,22.0,,0.22,13.64
2021-12-15,49,22.0,,0.22,10.78
2021-12-16,13,22.0,,0.22,2.86
2021-12-17,26,22.0,,0.22,5.72
2021-12-18,28,22.0,,0.22,6.16
2021-12-19,0,22.0,,0.22,0.0
2021-12-20,0,22.0,,0.22,0.0
2021-12-21,13,22.0,,0.22,2.86
2021-12-22,26,22.0,,0.22,5.72
2021-12-23,27,22.0,,0.22,5.94
2021-12-24,29,22.0,,0.22,6.38
2021-12-25,0,22.0,,0.22,0.0
2021-12-26,14,22.0,,0.22,3.08
2021-12-27,0,22.0,,0.22,0.0
2021-12-28,13,22.0,,0.22,2.86
2021-12-29,50,22.0,,0.22,11.0
2021-12-30,100,22.0,,0.22,22.0
2021-12-31,0,22.0,,0.22,0.0
