date,TD_unscaled,TD_monthly,isPartial,scale,TD
2021-04-26,88,78.0,,0.78,68.64
2021-04-27,88,78.0,,0.78,68.64
2021-04-28,83,78.0,,0.78,64.74000000000001
2021-04-29,85,78.0,,0.78,66.3
2021-04-30,86,78.0,,0.78,67.08
2021-05-01,71,75.0,False,0.75,53.25
2021-05-02,59,75.0,,0.75,44.25
2021-05-03,97,75.0,,0.75,72.75
2021-05-04,92,75.0,,0.75,69.0
2021-05-05,94,75.0,,0.75,70.5
2021-05-06,91,75.0,,0.75,68.25
2021-05-07,95,75.0,,0.75,71.25
2021-05-08,70,75.0,,0.75,52.5
2021-05-09,51,75.0,,0.75,38.25
2021-05-10,91,75.0,,0.75,68.25
2021-05-11,93,75.0,,0.75,69.75
2021-05-12,87,75.0,,0.75,65.25
2021-05-13,89,75.0,,0.75,66.75
2021-05-14,100,75.0,,0.75,75.0
2021-05-15,67,75.0,,0.75,50.25
2021-05-16,57,75.0,,0.75,42.75
2021-05-17,91,75.0,,0.75,68.25
2021-05-18,93,75.0,,0.75,69.75
2021-05-19,88,75.0,,0.75,66.0
2021-05-20,89,75.0,,0.75,66.75
2021-05-21,93,75.0,,0.75,69.75
2021-05-22,63,75.0,,0.75,47.25
2021-05-23,52,75.0,,0.75,39.0
2021-05-24,88,75.0,,0.75,66.0
2021-05-25,96,75.0,,0.75,72.0
2021-05-26,87,75.0,,0.75,65.25
2021-05-27,100,75.0,,0.75,75.0
2021-05-28,98,75.0,,0.75,73.5
2021-05-29,69,75.0,,0.75,51.75
2021-05-30,60,75.0,,0.75,45.0
2021-05-31,58,75.0,,0.75,43.5
2021-06-01,93,75.0,False,0.75,69.75
2021-06-02,100,75.0,,0.75,75.0
2021-06-03,96,75.0,,0.75,72.0
2021-06-04,95,75.0,,0.75,71.25
2021-06-05,64,75.0,,0.75,48.0
2021-06-06,54,75.0,,0.75,40.5
2021-06-07,91,75.0,,0.75,68.25
2021-06-08,89,75.0,,0.75,66.75
2021-06-09,88,75.0,,0.75,66.0
2021-06-10,89,75.0,,0.75,66.75
2021-06-11,91,75.0,,0.75,68.25
2021-06-12,60,75.0,,0.75,45.0
2021-06-13,50,75.0,,0.75,37.5
2021-06-14,87,75.0,,0.75,65.25
2021-06-15,86,75.0,,0.75,64.5
2021-06-16,81,75.0,,0.75,60.75
2021-06-17,85,75.0,,0.75,63.75
2021-06-18,85,75.0,,0.75,63.75
2021-06-19,57,75.0,,0.75,42.75
2021-06-20,48,75.0,,0.75,36.0
2021-06-21,84,75.0,,0.75,63.0
2021-06-22,89,75.0,,0.75,66.75
2021-06-23,86,75.0,,0.75,64.5
2021-06-24,85,75.0,,0.75,63.75
2021-06-25,88,75.0,,0.75,66.0
2021-06-26,60,75.0,,0.75,45.0
2021-06-27,49,75.0,,0.75,36.75
2021-06-28,90,75.0,,0.75,67.5
2021-06-29,88,75.0,,0.75,66.0
2021-06-30,88,75.0,,0.75,66.0
2021-07-01,95,70.0,False,0.7,66.5
2021-07-02,94,70.0,,0.7,65.8
2021-07-03,63,70.0,,0.7,44.099999999999994
2021-07-04,47,70.0,,0.7,32.9
2021-07-05,70,70.0,,0.7,49.0
2021-07-06,91,70.0,,0.7,63.699999999999996
2021-07-07,86,70.0,,0.7,60.199999999999996
2021-07-08,88,70.0,,0.7,61.599999999999994
2021-07-09,93,70.0,,0.7,65.1
2021-07-10,61,70.0,,0.7,42.699999999999996
2021-07-11,51,70.0,,0.7,35.699999999999996
2021-07-12,90,70.0,,0.7,62.99999999999999
2021-07-13,88,70.0,,0.7,61.599999999999994
2021-07-14,80,70.0,,0.7,56.0
2021-07-15,100,70.0,,0.7,70.0
2021-07-16,86,70.0,,0.7,60.199999999999996
2021-07-17,56,70.0,,0.7,39.199999999999996
2021-07-18,50,70.0,,0.7,35.0
2021-07-19,86,70.0,,0.7,60.199999999999996
2021-07-20,87,70.0,,0.7,60.9
2021-07-21,83,70.0,,0.7,58.099999999999994
2021-07-22,83,70.0,,0.7,58.099999999999994
2021-07-23,84,70.0,,0.7,58.8
2021-07-24,59,70.0,,0.7,41.3
2021-07-25,51,70.0,,0.7,35.699999999999996
2021-07-26,90,70.0,,0.7,62.99999999999999
2021-07-27,82,70.0,,0.7,57.4
2021-07-28,82,70.0,,0.7,57.4
2021-07-29,79,70.0,,0.7,55.3
2021-07-30,84,70.0,,0.7,58.8
2021-07-31,60,70.0,,0.7,42.0
2021-08-01,60,68.0,False,0.68,40.800000000000004
2021-08-02,97,68.0,,0.68,65.96000000000001
2021-08-03,99,68.0,,0.68,67.32000000000001
2021-08-04,86,68.0,,0.68,58.480000000000004
2021-08-05,92,68.0,,0.68,62.56
2021-08-06,96,68.0,,0.68,65.28
2021-08-07,62,68.0,,0.68,42.160000000000004
2021-08-08,53,68.0,,0.68,36.04
2021-08-09,96,68.0,,0.68,65.28
2021-08-10,90,68.0,,0.68,61.2
2021-08-11,87,68.0,,0.68,59.160000000000004
2021-08-12,92,68.0,,0.68,62.56
2021-08-13,93,68.0,,0.68,63.24
2021-08-14,72,68.0,,0.68,48.96
2021-08-15,56,68.0,,0.68,38.080000000000005
2021-08-16,91,68.0,,0.68,61.88
2021-08-17,87,68.0,,0.68,59.160000000000004
2021-08-18,82,68.0,,0.68,55.760000000000005
2021-08-19,88,68.0,,0.68,59.84
2021-08-20,89,68.0,,0.68,60.52
2021-08-21,64,68.0,,0.68,43.52
2021-08-22,57,68.0,,0.68,38.760000000000005
2021-08-23,98,68.0,,0.68,66.64
2021-08-24,100,68.0,,0.68,68.0
2021-08-25,89,68.0,,0.68,60.52
2021-08-26,88,68.0,,0.68,59.84
2021-08-27,94,68.0,,0.68,63.92
2021-08-28,64,68.0,,0.68,43.52
2021-08-29,58,68.0,,0.68,39.440000000000005
2021-08-30,97,68.0,,0.68,65.96000000000001
2021-08-31,96,68.0,,0.68,65.28
2021-09-01,97,69.0,False,0.69,66.92999999999999
2021-09-02,98,69.0,,0.69,67.61999999999999
2021-09-03,98,69.0,,0.69,67.61999999999999
2021-09-04,73,69.0,,0.69,50.37
2021-09-05,61,69.0,,0.69,42.089999999999996
2021-09-06,54,69.0,,0.69,37.26
2021-09-07,94,69.0,,0.69,64.86
2021-09-08,92,69.0,,0.69,63.48
2021-09-09,99,69.0,,0.69,68.30999999999999
2021-09-10,100,69.0,,0.69,69.0
2021-09-11,64,69.0,,0.69,44.16
2021-09-12,60,69.0,,0.69,41.4
2021-09-13,97,69.0,,0.69,66.92999999999999
2021-09-14,88,69.0,,0.69,60.72
2021-09-15,88,69.0,,0.69,60.72
2021-09-16,92,69.0,,0.69,63.48
2021-09-17,92,69.0,,0.69,63.48
2021-09-18,61,69.0,,0.69,42.089999999999996
2021-09-19,62,69.0,,0.69,42.779999999999994
2021-09-20,96,69.0,,0.69,66.24
2021-09-21,95,69.0,,0.69,65.55
2021-09-22,92,69.0,,0.69,63.48
2021-09-23,89,69.0,,0.69,61.41
2021-09-24,92,69.0,,0.69,63.48
2021-09-25,65,69.0,,0.69,44.849999999999994
2021-09-26,57,69.0,,0.69,39.33
2021-09-27,93,69.0,,0.69,64.17
2021-09-28,93,69.0,,0.69,64.17
2021-09-29,89,69.0,,0.69,61.41
2021-09-30,94,69.0,,0.69,64.86
2021-10-01,91,74.0,False,0.74,67.34
2021-10-02,65,74.0,,0.74,48.1
2021-10-03,57,74.0,,0.74,42.18
2021-10-04,84,74.0,,0.74,62.16
2021-10-05,82,74.0,,0.74,60.68
2021-10-06,77,74.0,,0.74,56.98
2021-10-07,80,74.0,,0.74,59.2
2021-10-08,82,74.0,,0.74,60.68
2021-10-09,59,74.0,,0.74,43.66
2021-10-10,52,74.0,,0.74,38.48
2021-10-11,77,74.0,,0.74,56.98
2021-10-12,73,74.0,,0.74,54.019999999999996
2021-10-13,77,74.0,,0.74,56.98
2021-10-14,81,74.0,,0.74,59.94
2021-10-15,85,74.0,,0.74,62.9
2021-10-16,60,74.0,,0.74,44.4
2021-10-17,56,74.0,,0.74,41.44
2021-10-18,81,74.0,,0.74,59.94
2021-10-19,84,74.0,,0.74,62.16
2021-10-20,75,74.0,,0.74,55.5
2021-10-21,79,74.0,,0.74,58.46
2021-10-22,84,74.0,,0.74,62.16
2021-10-23,58,74.0,,0.74,42.92
2021-10-24,61,74.0,,0.74,45.14
2021-10-25,96,74.0,,0.74,71.03999999999999
2021-10-26,100,74.0,,0.74,74.0
2021-10-27,83,74.0,,0.74,61.42
2021-10-28,83,74.0,,0.74,61.42
2021-10-29,90,74.0,,0.74,66.6
2021-10-30,79,74.0,,0.74,58.46
2021-10-31,59,74.0,,0.74,43.66
2021-11-01,100,72.0,False,0.72,72.0
2021-11-02,91,72.0,,0.72,65.52
2021-11-03,88,72.0,,0.72,63.36
2021-11-04,93,72.0,,0.72,66.96
2021-11-05,99,72.0,,0.72,71.28
2021-11-06,64,72.0,,0.72,46.08
2021-11-07,59,72.0,,0.72,42.48
2021-11-08,98,72.0,,0.72,70.56
2021-11-09,97,72.0,,0.72,69.84
2021-11-10,92,72.0,,0.72,66.24
2021-11-11,94,72.0,,0.72,67.67999999999999
2021-11-12,95,72.0,,0.72,68.39999999999999
2021-11-13,68,72.0,,0.72,48.96
2021-11-14,59,72.0,,0.72,42.48
2021-11-15,94,72.0,,0.72,67.67999999999999
2021-11-16,97,72.0,,0.72,69.84
2021-11-17,87,72.0,,0.72,62.64
2021-11-18,88,72.0,,0.72,63.36
2021-11-19,91,72.0,,0.72,65.52
2021-11-20,69,72.0,,0.72,49.68
2021-11-21,56,72.0,,0.72,40.32
2021-11-22,95,72.0,,0.72,68.39999999999999
2021-11-23,91,72.0,,0.72,65.52
2021-11-24,81,72.0,,0.72,58.32
2021-11-25,44,72.0,,0.72,31.68
2021-11-26,83,72.0,,0.72,59.76
2021-11-27,60,72.0,,0.72,43.199999999999996
2021-11-28,59,72.0,,0.72,42.48
2021-11-29,84,72.0,,0.72,60.48
2021-11-30,92,72.0,,0.72,66.24
2021-12-01,94,74.0,False,0.74,69.56
2021-12-02,93,74.0,,0.74,68.82
2021-12-03,96,74.0,,0.74,71.03999999999999
2021-12-04,70,74.0,,0.74,51.8
2021-12-05,60,74.0,,0.74,44.4
2021-12-06,92,74.0,,0.74,68.08
2021-12-07,92,74.0,,0.74,68.08
2021-12-08,94,74.0,,0.74,69.56
2021-12-09,88,74.0,,0.74,65.12
2021-12-10,92,74.0,,0.74,68.08
2021-12-11,67,74.0,,0.74,49.58
2021-12-12,61,74.0,,0.74,45.14
2021-12-13,97,74.0,,0.74,71.78
2021-12-14,88,74.0,,0.74,65.12
2021-12-15,91,74.0,,0.74,67.34
2021-12-16,94,74.0,,0.74,69.56
2021-12-17,91,74.0,,0.74,67.34
2021-12-18,67,74.0,,0.74,49.58
2021-12-19,60,74.0,,0.74,44.4
2021-12-20,93,74.0,,0.74,68.82
2021-12-21,93,74.0,,0.74,68.82
2021-12-22,88,74.0,,0.74,65.12
2021-12-23,100,74.0,,0.74,74.0
2021-12-24,76,74.0,,0.74,56.24
2021-12-25,47,74.0,,0.74,34.78
2021-12-26,64,74.0,,0.74,47.36
2021-12-27,97,74.0,,0.74,71.78
2021-12-28,98,74.0,,0.74,72.52
2021-12-29,89,74.0,,0.74,65.86
2021-12-30,94,74.0,,0.74,69.56
2021-12-31,90,74.0,,0.74,66.6
