date,NVAX_unscaled,NVAX_monthly,isPartial,scale,NVAX
2021-04-09,47,43.0,,0.43,20.21
2021-04-10,21,43.0,,0.43,9.03
2021-04-11,19,43.0,,0.43,8.17
2021-04-12,39,43.0,,0.43,16.77
2021-04-13,76,43.0,,0.43,32.68
2021-04-14,75,43.0,,0.43,32.25
2021-04-15,63,43.0,,0.43,27.09
2021-04-16,73,43.0,,0.43,31.39
2021-04-17,23,43.0,,0.43,9.89
2021-04-18,16,43.0,,0.43,6.88
2021-04-19,54,43.0,,0.43,23.22
2021-04-20,51,43.0,,0.43,21.93
2021-04-21,58,43.0,,0.43,24.94
2021-04-22,57,43.0,,0.43,24.509999999999998
2021-04-23,46,43.0,,0.43,19.78
2021-04-24,19,43.0,,0.43,8.17
2021-04-25,20,43.0,,0.43,8.6
2021-04-26,58,43.0,,0.43,24.94
2021-04-27,100,43.0,,0.43,43.0
2021-04-28,76,43.0,,0.43,32.68
2021-04-29,69,43.0,,0.43,29.669999999999998
2021-04-30,66,43.0,,0.43,28.38
2021-05-01,11,41.0,False,0.41,4.51
2021-05-02,19,41.0,,0.41,7.789999999999999
2021-05-03,95,41.0,,0.41,38.949999999999996
2021-05-04,97,41.0,,0.41,39.769999999999996
2021-05-05,87,41.0,,0.41,35.669999999999995
2021-05-06,87,41.0,,0.41,35.669999999999995
2021-05-07,63,41.0,,0.41,25.83
2021-05-08,26,41.0,,0.41,10.66
2021-05-09,11,41.0,,0.41,4.51
2021-05-10,85,41.0,,0.41,34.85
2021-05-11,100,41.0,,0.41,41.0
2021-05-12,75,41.0,,0.41,30.749999999999996
2021-05-13,81,41.0,,0.41,33.21
2021-05-14,58,41.0,,0.41,23.779999999999998
2021-05-15,23,41.0,,0.41,9.43
2021-05-16,8,41.0,,0.41,3.28
2021-05-17,56,41.0,,0.41,22.959999999999997
2021-05-18,56,41.0,,0.41,22.959999999999997
2021-05-19,51,41.0,,0.41,20.91
2021-05-20,54,41.0,,0.41,22.139999999999997
2021-05-21,56,41.0,,0.41,22.959999999999997
2021-05-22,19,41.0,,0.41,7.789999999999999
2021-05-23,9,41.0,,0.41,3.69
2021-05-24,46,41.0,,0.41,18.86
2021-05-25,49,41.0,,0.41,20.09
2021-05-26,56,41.0,,0.41,22.959999999999997
2021-05-27,62,41.0,,0.41,25.419999999999998
2021-05-28,50,41.0,,0.41,20.5
2021-05-29,13,41.0,,0.41,5.33
2021-05-30,14,41.0,,0.41,5.739999999999999
2021-05-31,14,41.0,,0.41,5.739999999999999
2021-06-01,28,47.0,False,0.47,13.16
2021-06-02,59,47.0,,0.47,27.729999999999997
2021-06-03,72,47.0,,0.47,33.839999999999996
2021-06-04,54,47.0,,0.47,25.38
2021-06-05,19,47.0,,0.47,8.93
2021-06-06,16,47.0,,0.47,7.52
2021-06-07,52,47.0,,0.47,24.439999999999998
2021-06-08,54,47.0,,0.47,25.38
2021-06-09,58,47.0,,0.47,27.259999999999998
2021-06-10,55,47.0,,0.47,25.849999999999998
2021-06-11,59,47.0,,0.47,27.729999999999997
2021-06-12,19,47.0,,0.47,8.93
2021-06-13,14,47.0,,0.47,6.58
2021-06-14,100,47.0,,0.47,47.0
2021-06-15,75,47.0,,0.47,35.25
2021-06-16,65,47.0,,0.47,30.549999999999997
2021-06-17,63,47.0,,0.47,29.61
2021-06-18,55,47.0,,0.47,25.849999999999998
2021-06-19,13,47.0,,0.47,6.109999999999999
2021-06-20,9,47.0,,0.47,4.2299999999999995
2021-06-21,38,47.0,,0.47,17.86
2021-06-22,53,47.0,,0.47,24.91
2021-06-23,41,47.0,,0.47,19.27
2021-06-24,51,47.0,,0.47,23.97
2021-06-25,54,47.0,,0.47,25.38
2021-06-26,11,47.0,,0.47,5.17
2021-06-27,12,47.0,,0.47,5.64
2021-06-28,44,47.0,,0.47,20.68
2021-06-29,55,47.0,,0.47,25.849999999999998
2021-06-30,48,47.0,,0.47,22.56
2021-07-01,64,36.0,False,0.36,23.04
2021-07-02,61,36.0,,0.36,21.96
2021-07-03,14,36.0,,0.36,5.04
2021-07-04,17,36.0,,0.36,6.12
2021-07-05,20,36.0,,0.36,7.199999999999999
2021-07-06,61,36.0,,0.36,21.96
2021-07-07,79,36.0,,0.36,28.439999999999998
2021-07-08,69,36.0,,0.36,24.84
2021-07-09,60,36.0,,0.36,21.599999999999998
2021-07-10,16,36.0,,0.36,5.76
2021-07-11,21,36.0,,0.36,7.56
2021-07-12,60,36.0,,0.36,21.599999999999998
2021-07-13,50,36.0,,0.36,18.0
2021-07-14,51,36.0,,0.36,18.36
2021-07-15,48,36.0,,0.36,17.28
2021-07-16,57,36.0,,0.36,20.52
2021-07-17,14,36.0,,0.36,5.04
2021-07-18,9,36.0,,0.36,3.2399999999999998
2021-07-19,86,36.0,,0.36,30.959999999999997
2021-07-20,100,36.0,,0.36,36.0
2021-07-21,63,36.0,,0.36,22.68
2021-07-22,55,36.0,,0.36,19.8
2021-07-23,69,36.0,,0.36,24.84
2021-07-24,21,36.0,,0.36,7.56
2021-07-25,12,36.0,,0.36,4.32
2021-07-26,69,36.0,,0.36,24.84
2021-07-27,64,36.0,,0.36,23.04
2021-07-28,62,36.0,,0.36,22.32
2021-07-29,61,36.0,,0.36,21.96
2021-07-30,65,36.0,,0.36,23.4
2021-07-31,11,36.0,,0.36,3.96
2021-08-01,9,55.0,False,0.55,4.95
2021-08-02,36,55.0,,0.55,19.8
2021-08-03,47,55.0,,0.55,25.85
2021-08-04,75,55.0,,0.55,41.25
2021-08-05,93,55.0,,0.55,51.150000000000006
2021-08-06,100,55.0,,0.55,55.00000000000001
2021-08-07,22,55.0,,0.55,12.100000000000001
2021-08-08,22,55.0,,0.55,12.100000000000001
2021-08-09,64,55.0,,0.55,35.2
2021-08-10,88,55.0,,0.55,48.400000000000006
2021-08-11,75,55.0,,0.55,41.25
2021-08-12,76,55.0,,0.55,41.800000000000004
2021-08-13,75,55.0,,0.55,41.25
2021-08-14,21,55.0,,0.55,11.55
2021-08-15,12,55.0,,0.55,6.6000000000000005
2021-08-16,71,55.0,,0.55,39.050000000000004
2021-08-17,65,55.0,,0.55,35.75
2021-08-18,57,55.0,,0.55,31.35
2021-08-19,50,55.0,,0.55,27.500000000000004
2021-08-20,58,55.0,,0.55,31.900000000000002
2021-08-21,19,55.0,,0.55,10.450000000000001
2021-08-22,8,55.0,,0.55,4.4
2021-08-23,68,55.0,,0.55,37.400000000000006
2021-08-24,66,55.0,,0.55,36.300000000000004
2021-08-25,64,55.0,,0.55,35.2
2021-08-26,37,55.0,,0.55,20.35
2021-08-27,53,55.0,,0.55,29.150000000000002
2021-08-28,13,55.0,,0.55,7.15
2021-08-29,7,55.0,,0.55,3.8500000000000005
2021-08-30,52,55.0,,0.55,28.6
2021-08-31,53,55.0,,0.55,29.150000000000002
2021-09-01,72,42.0,False,0.42,30.24
2021-09-02,76,42.0,,0.42,31.919999999999998
2021-09-03,80,42.0,,0.42,33.6
2021-09-04,22,42.0,,0.42,9.24
2021-09-05,14,42.0,,0.42,5.88
2021-09-06,24,42.0,,0.42,10.08
2021-09-07,100,42.0,,0.42,42.0
2021-09-08,89,42.0,,0.42,37.379999999999995
2021-09-09,75,42.0,,0.42,31.5
2021-09-10,86,42.0,,0.42,36.12
2021-09-11,15,42.0,,0.42,6.3
2021-09-12,20,42.0,,0.42,8.4
2021-09-13,80,42.0,,0.42,33.6
2021-09-14,62,42.0,,0.42,26.04
2021-09-15,70,42.0,,0.42,29.4
2021-09-16,73,42.0,,0.42,30.66
2021-09-17,62,42.0,,0.42,26.04
2021-09-18,11,42.0,,0.42,4.62
2021-09-19,15,42.0,,0.42,6.3
2021-09-20,60,42.0,,0.42,25.2
2021-09-21,65,42.0,,0.42,27.3
2021-09-22,61,42.0,,0.42,25.619999999999997
2021-09-23,89,42.0,,0.42,37.379999999999995
2021-09-24,83,42.0,,0.42,34.86
2021-09-25,16,42.0,,0.42,6.72
2021-09-26,8,42.0,,0.42,3.36
2021-09-27,72,42.0,,0.42,30.24
2021-09-28,77,42.0,,0.42,32.339999999999996
2021-09-29,83,42.0,,0.42,34.86
2021-09-30,62,42.0,,0.42,26.04
2021-10-01,56,43.0,False,0.43,24.08
2021-10-02,14,43.0,,0.43,6.02
2021-10-03,8,43.0,,0.43,3.44
2021-10-04,35,43.0,,0.43,15.049999999999999
2021-10-05,40,43.0,,0.43,17.2
2021-10-06,41,43.0,,0.43,17.63
2021-10-07,37,43.0,,0.43,15.91
2021-10-08,28,43.0,,0.43,12.04
2021-10-09,7,43.0,,0.43,3.01
2021-10-10,5,43.0,,0.43,2.15
2021-10-11,29,43.0,,0.43,12.47
2021-10-12,27,43.0,,0.43,11.61
2021-10-13,35,43.0,,0.43,15.049999999999999
2021-10-14,26,43.0,,0.43,11.18
2021-10-15,33,43.0,,0.43,14.19
2021-10-16,10,43.0,,0.43,4.3
2021-10-17,6,43.0,,0.43,2.58
2021-10-18,28,43.0,,0.43,12.04
2021-10-19,39,43.0,,0.43,16.77
2021-10-20,100,43.0,,0.43,43.0
2021-10-21,38,43.0,,0.43,16.34
2021-10-22,35,43.0,,0.43,15.049999999999999
2021-10-23,12,43.0,,0.43,5.16
2021-10-24,7,43.0,,0.43,3.01
2021-10-25,32,43.0,,0.43,13.76
2021-10-26,33,43.0,,0.43,14.19
2021-10-27,41,43.0,,0.43,17.63
2021-10-28,42,43.0,,0.43,18.06
2021-10-29,32,43.0,,0.43,13.76
2021-10-30,12,43.0,,0.43,5.16
2021-10-31,8,43.0,,0.43,3.44
2021-11-01,82,50.0,False,0.5,41.0
2021-11-02,88,50.0,,0.5,44.0
2021-11-03,74,50.0,,0.5,37.0
2021-11-04,87,50.0,,0.5,43.5
2021-11-05,83,50.0,,0.5,41.5
2021-11-06,28,50.0,,0.5,14.0
2021-11-07,9,50.0,,0.5,4.5
2021-11-08,68,50.0,,0.5,34.0
2021-11-09,56,50.0,,0.5,28.0
2021-11-10,51,50.0,,0.5,25.5
2021-11-11,54,50.0,,0.5,27.0
2021-11-12,49,50.0,,0.5,24.5
2021-11-13,15,50.0,,0.5,7.5
2021-11-14,10,50.0,,0.5,5.0
2021-11-15,49,50.0,,0.5,24.5
2021-11-16,50,50.0,,0.5,25.0
2021-11-17,55,50.0,,0.5,27.5
2021-11-18,70,50.0,,0.5,35.0
2021-11-19,58,50.0,,0.5,29.0
2021-11-20,20,50.0,,0.5,10.0
2021-11-21,16,50.0,,0.5,8.0
2021-11-22,59,50.0,,0.5,29.5
2021-11-23,62,50.0,,0.5,31.0
2021-11-24,52,50.0,,0.5,26.0
2021-11-25,16,50.0,,0.5,8.0
2021-11-26,50,50.0,,0.5,25.0
2021-11-27,20,50.0,,0.5,10.0
2021-11-28,18,50.0,,0.5,9.0
2021-11-29,100,50.0,,0.5,50.0
2021-11-30,64,50.0,,0.5,32.0
2021-12-01,64,56.0,False,0.56,35.84
2021-12-02,66,56.0,,0.56,36.96
2021-12-03,56,56.0,,0.56,31.360000000000003
2021-12-04,15,56.0,,0.56,8.4
2021-12-05,9,56.0,,0.56,5.040000000000001
2021-12-06,52,56.0,,0.56,29.120000000000005
2021-12-07,58,56.0,,0.56,32.480000000000004
2021-12-08,56,56.0,,0.56,31.360000000000003
2021-12-09,48,56.0,,0.56,26.880000000000003
2021-12-10,45,56.0,,0.56,25.200000000000003
2021-12-11,15,56.0,,0.56,8.4
2021-12-12,14,56.0,,0.56,7.840000000000001
2021-12-13,41,56.0,,0.56,22.96
2021-12-14,42,56.0,,0.56,23.520000000000003
2021-12-15,41,56.0,,0.56,22.96
2021-12-16,69,56.0,,0.56,38.64
2021-12-17,84,56.0,,0.56,47.040000000000006
2021-12-18,25,56.0,,0.56,14.000000000000002
2021-12-19,16,56.0,,0.56,8.96
2021-12-20,100,56.0,,0.56,56.00000000000001
2021-12-21,77,56.0,,0.56,43.120000000000005
2021-12-22,71,56.0,,0.56,39.760000000000005
2021-12-23,80,56.0,,0.56,44.800000000000004
2021-12-24,16,56.0,,0.56,8.96
2021-12-25,10,56.0,,0.56,5.6000000000000005
2021-12-26,14,56.0,,0.56,7.840000000000001
2021-12-27,63,56.0,,0.56,35.28
2021-12-28,74,56.0,,0.56,41.440000000000005
2021-12-29,63,56.0,,0.56,35.28
2021-12-30,66,56.0,,0.56,36.96
2021-12-31,52,56.0,,0.56,29.120000000000005
