date,GOLD_unscaled,GOLD_monthly,isPartial,scale,GOLD
2021-05-07,92,74.0,,0.74,68.08
2021-05-08,98,74.0,,0.74,72.52
2021-05-09,93,74.0,,0.74,68.82
2021-05-10,89,74.0,,0.74,65.86
2021-05-11,91,74.0,,0.74,67.34
2021-05-12,93,74.0,,0.74,68.82
2021-05-13,93,74.0,,0.74,68.82
2021-05-14,92,74.0,,0.74,68.08
2021-05-15,92,74.0,,0.74,68.08
2021-05-16,93,74.0,,0.74,68.82
2021-05-17,92,74.0,,0.74,68.08
2021-05-18,91,74.0,,0.74,67.34
2021-05-19,91,74.0,,0.74,67.34
2021-05-20,89,74.0,,0.74,65.86
2021-05-21,88,74.0,,0.74,65.12
2021-05-22,91,74.0,,0.74,67.34
2021-05-23,92,74.0,,0.74,68.08
2021-05-24,93,74.0,,0.74,68.82
2021-05-25,90,74.0,,0.74,66.6
2021-05-26,90,74.0,,0.74,66.6
2021-05-27,91,74.0,,0.74,67.34
2021-05-28,91,74.0,,0.74,67.34
2021-05-29,100,74.0,,0.74,74.0
2021-05-30,99,74.0,,0.74,73.26
2021-05-31,96,74.0,,0.74,71.03999999999999
2021-06-01,95,75.0,False,0.75,71.25
2021-06-02,92,75.0,,0.75,69.0
2021-06-03,92,75.0,,0.75,69.0
2021-06-04,99,75.0,,0.75,74.25
2021-06-05,99,75.0,,0.75,74.25
2021-06-06,98,75.0,,0.75,73.5
2021-06-07,98,75.0,,0.75,73.5
2021-06-08,92,75.0,,0.75,69.0
2021-06-09,94,75.0,,0.75,70.5
2021-06-10,95,75.0,,0.75,71.25
2021-06-11,96,75.0,,0.75,72.0
2021-06-12,97,75.0,,0.75,72.75
2021-06-13,100,75.0,,0.75,75.0
2021-06-14,99,75.0,,0.75,74.25
2021-06-15,93,75.0,,0.75,69.75
2021-06-16,96,75.0,,0.75,72.0
2021-06-17,99,75.0,,0.75,74.25
2021-06-18,100,75.0,,0.75,75.0
2021-06-19,99,75.0,,0.75,74.25
2021-06-20,97,75.0,,0.75,72.75
2021-06-21,93,75.0,,0.75,69.75
2021-06-22,96,75.0,,0.75,72.0
2021-06-23,93,75.0,,0.75,69.75
2021-06-24,92,75.0,,0.75,69.0
2021-06-25,92,75.0,,0.75,69.0
2021-06-26,100,75.0,,0.75,75.0
2021-06-27,97,75.0,,0.75,72.75
2021-06-28,98,75.0,,0.75,73.5
2021-06-29,95,75.0,,0.75,71.25
2021-06-30,96,75.0,,0.75,72.0
2021-07-01,52,91.0,False,0.91,47.32
2021-07-02,54,91.0,,0.91,49.14
2021-07-03,56,91.0,,0.91,50.96
2021-07-04,52,91.0,,0.91,47.32
2021-07-05,53,91.0,,0.91,48.230000000000004
2021-07-06,52,91.0,,0.91,47.32
2021-07-07,52,91.0,,0.91,47.32
2021-07-08,53,91.0,,0.91,48.230000000000004
2021-07-09,54,91.0,,0.91,49.14
2021-07-10,58,91.0,,0.91,52.78
2021-07-11,68,91.0,,0.91,61.88
2021-07-12,70,91.0,,0.91,63.7
2021-07-13,63,91.0,,0.91,57.330000000000005
2021-07-14,65,91.0,,0.91,59.15
2021-07-15,66,91.0,,0.91,60.06
2021-07-16,67,91.0,,0.91,60.97
2021-07-17,67,91.0,,0.91,60.97
2021-07-18,78,91.0,,0.91,70.98
2021-07-19,75,91.0,,0.91,68.25
2021-07-20,61,91.0,,0.91,55.510000000000005
2021-07-21,66,91.0,,0.91,60.06
2021-07-22,55,91.0,,0.91,50.050000000000004
2021-07-23,56,91.0,,0.91,50.96
2021-07-24,67,91.0,,0.91,60.97
2021-07-25,95,91.0,,0.91,86.45
2021-07-26,93,91.0,,0.91,84.63000000000001
2021-07-27,85,91.0,,0.91,77.35000000000001
2021-07-28,78,91.0,,0.91,70.98
2021-07-29,85,91.0,,0.91,77.35000000000001
2021-07-30,100,91.0,,0.91,91.0
2021-07-31,86,91.0,,0.91,78.26
2021-08-01,88,88.0,False,0.88,77.44
2021-08-02,100,88.0,,0.88,88.0
2021-08-03,60,88.0,,0.88,52.8
2021-08-04,60,88.0,,0.88,52.8
2021-08-05,57,88.0,,0.88,50.160000000000004
2021-08-06,68,88.0,,0.88,59.84
2021-08-07,82,88.0,,0.88,72.16
2021-08-08,76,88.0,,0.88,66.88
2021-08-09,59,88.0,,0.88,51.92
2021-08-10,48,88.0,,0.88,42.24
2021-08-11,45,88.0,,0.88,39.6
2021-08-12,44,88.0,,0.88,38.72
2021-08-13,43,88.0,,0.88,37.84
2021-08-14,47,88.0,,0.88,41.36
2021-08-15,47,88.0,,0.88,41.36
2021-08-16,47,88.0,,0.88,41.36
2021-08-17,44,88.0,,0.88,38.72
2021-08-18,44,88.0,,0.88,38.72
2021-08-19,43,88.0,,0.88,37.84
2021-08-20,44,88.0,,0.88,38.72
2021-08-21,44,88.0,,0.88,38.72
2021-08-22,44,88.0,,0.88,38.72
2021-08-23,42,88.0,,0.88,36.96
2021-08-24,39,88.0,,0.88,34.32
2021-08-25,42,88.0,,0.88,36.96
2021-08-26,40,88.0,,0.88,35.2
2021-08-27,42,88.0,,0.88,36.96
2021-08-28,44,88.0,,0.88,38.72
2021-08-29,43,88.0,,0.88,37.84
2021-08-30,41,88.0,,0.88,36.08
2021-08-31,41,88.0,,0.88,36.08
2021-09-01,90,73.0,False,0.73,65.7
2021-09-02,84,73.0,,0.73,61.32
2021-09-03,88,73.0,,0.73,64.24
2021-09-04,93,73.0,,0.73,67.89
2021-09-05,96,73.0,,0.73,70.08
2021-09-06,91,73.0,,0.73,66.42999999999999
2021-09-07,87,73.0,,0.73,63.51
2021-09-08,87,73.0,,0.73,63.51
2021-09-09,88,73.0,,0.73,64.24
2021-09-10,86,73.0,,0.73,62.78
2021-09-11,94,73.0,,0.73,68.62
2021-09-12,92,73.0,,0.73,67.16
2021-09-13,93,73.0,,0.73,67.89
2021-09-14,90,73.0,,0.73,65.7
2021-09-15,95,73.0,,0.73,69.35
2021-09-16,93,73.0,,0.73,67.89
2021-09-17,97,73.0,,0.73,70.81
2021-09-18,100,73.0,,0.73,73.0
2021-09-19,97,73.0,,0.73,70.81
2021-09-20,97,73.0,,0.73,70.81
2021-09-21,96,73.0,,0.73,70.08
2021-09-22,95,73.0,,0.73,69.35
2021-09-23,95,73.0,,0.73,69.35
2021-09-24,96,73.0,,0.73,70.08
2021-09-25,100,73.0,,0.73,73.0
2021-09-26,98,73.0,,0.73,71.53999999999999
2021-09-27,98,73.0,,0.73,71.53999999999999
2021-09-28,97,73.0,,0.73,70.81
2021-09-29,94,73.0,,0.73,68.62
2021-09-30,96,73.0,,0.73,70.08
2021-10-01,85,79.0,False,0.79,67.15
2021-10-02,90,79.0,,0.79,71.10000000000001
2021-10-03,83,79.0,,0.79,65.57000000000001
2021-10-04,81,79.0,,0.79,63.99
2021-10-05,83,79.0,,0.79,65.57000000000001
2021-10-06,85,79.0,,0.79,67.15
2021-10-07,83,79.0,,0.79,65.57000000000001
2021-10-08,82,79.0,,0.79,64.78
2021-10-09,85,79.0,,0.79,67.15
2021-10-10,85,79.0,,0.79,67.15
2021-10-11,87,79.0,,0.79,68.73
2021-10-12,83,79.0,,0.79,65.57000000000001
2021-10-13,84,79.0,,0.79,66.36
2021-10-14,85,79.0,,0.79,67.15
2021-10-15,87,79.0,,0.79,68.73
2021-10-16,88,79.0,,0.79,69.52000000000001
2021-10-17,93,79.0,,0.79,73.47
2021-10-18,79,79.0,,0.79,62.410000000000004
2021-10-19,82,79.0,,0.79,64.78
2021-10-20,89,79.0,,0.79,70.31
2021-10-21,90,79.0,,0.79,71.10000000000001
2021-10-22,86,79.0,,0.79,67.94
2021-10-23,88,79.0,,0.79,69.52000000000001
2021-10-24,95,79.0,,0.79,75.05
2021-10-25,100,79.0,,0.79,79.0
2021-10-26,98,79.0,,0.79,77.42
2021-10-27,95,79.0,,0.79,75.05
2021-10-28,89,79.0,,0.79,70.31
2021-10-29,90,79.0,,0.79,71.10000000000001
2021-10-30,94,79.0,,0.79,74.26
2021-10-31,92,79.0,,0.79,72.68
2021-11-01,82,81.0,False,0.81,66.42
2021-11-02,82,81.0,,0.81,66.42
2021-11-03,76,81.0,,0.81,61.56
2021-11-04,76,81.0,,0.81,61.56
2021-11-05,77,81.0,,0.81,62.370000000000005
2021-11-06,81,81.0,,0.81,65.61
2021-11-07,78,81.0,,0.81,63.18000000000001
2021-11-08,91,81.0,,0.81,73.71000000000001
2021-11-09,80,81.0,,0.81,64.80000000000001
2021-11-10,82,81.0,,0.81,66.42
2021-11-11,83,81.0,,0.81,67.23
2021-11-12,83,81.0,,0.81,67.23
2021-11-13,85,81.0,,0.81,68.85000000000001
2021-11-14,88,81.0,,0.81,71.28
2021-11-15,83,81.0,,0.81,67.23
2021-11-16,83,81.0,,0.81,67.23
2021-11-17,82,81.0,,0.81,66.42
2021-11-18,79,81.0,,0.81,63.99
2021-11-19,80,81.0,,0.81,64.80000000000001
2021-11-20,84,81.0,,0.81,68.04
2021-11-21,88,81.0,,0.81,71.28
2021-11-22,83,81.0,,0.81,67.23
2021-11-23,83,81.0,,0.81,67.23
2021-11-24,84,81.0,,0.81,68.04
2021-11-25,79,81.0,,0.81,63.99
2021-11-26,95,81.0,,0.81,76.95
2021-11-27,100,81.0,,0.81,81.0
2021-11-28,94,81.0,,0.81,76.14
2021-11-29,94,81.0,,0.81,76.14
2021-11-30,90,81.0,,0.81,72.9
2021-12-01,92,82.0,False,0.82,75.44
2021-12-02,89,82.0,,0.82,72.97999999999999
2021-12-03,92,82.0,,0.82,75.44
2021-12-04,100,82.0,,0.82,82.0
2021-12-05,100,82.0,,0.82,82.0
2021-12-06,94,82.0,,0.82,77.08
2021-12-07,87,82.0,,0.82,71.33999999999999
2021-12-08,95,82.0,,0.82,77.89999999999999
2021-12-09,91,82.0,,0.82,74.61999999999999
2021-12-10,87,82.0,,0.82,71.33999999999999
2021-12-11,96,82.0,,0.82,78.72
2021-12-12,93,82.0,,0.82,76.25999999999999
2021-12-13,88,82.0,,0.82,72.16
2021-12-14,89,82.0,,0.82,72.97999999999999
2021-12-15,85,82.0,,0.82,69.7
2021-12-16,88,82.0,,0.82,72.16
2021-12-17,84,82.0,,0.82,68.88
2021-12-18,92,82.0,,0.82,75.44
2021-12-19,88,82.0,,0.82,72.16
2021-12-20,87,82.0,,0.82,71.33999999999999
2021-12-21,83,82.0,,0.82,68.06
2021-12-22,83,82.0,,0.82,68.06
2021-12-23,85,82.0,,0.82,69.7
2021-12-24,84,82.0,,0.82,68.88
2021-12-25,92,82.0,,0.82,75.44
2021-12-26,93,82.0,,0.82,76.25999999999999
2021-12-27,87,82.0,,0.82,71.33999999999999
2021-12-28,84,82.0,,0.82,68.88
2021-12-29,88,82.0,,0.82,72.16
2021-12-30,86,82.0,,0.82,70.52
2021-12-31,84,82.0,,0.82,68.88
