date,LIFE_unscaled,LIFE_monthly,isPartial,scale,LIFE
2021-05-08,88,79.0,,0.79,69.52000000000001
2021-05-09,90,79.0,,0.79,71.10000000000001
2021-05-10,96,79.0,,0.79,75.84
2021-05-11,94,79.0,,0.79,74.26
2021-05-12,94,79.0,,0.79,74.26
2021-05-13,92,79.0,,0.79,72.68
2021-05-14,100,79.0,,0.79,79.0
2021-05-15,90,79.0,,0.79,71.10000000000001
2021-05-16,93,79.0,,0.79,73.47
2021-05-17,97,79.0,,0.79,76.63000000000001
2021-05-18,98,79.0,,0.79,77.42
2021-05-19,94,79.0,,0.79,74.26
2021-05-20,95,79.0,,0.79,75.05
2021-05-21,93,79.0,,0.79,73.47
2021-05-22,88,79.0,,0.79,69.52000000000001
2021-05-23,93,79.0,,0.79,73.47
2021-05-24,94,79.0,,0.79,74.26
2021-05-25,98,79.0,,0.79,77.42
2021-05-26,94,79.0,,0.79,74.26
2021-05-27,94,79.0,,0.79,74.26
2021-05-28,92,79.0,,0.79,72.68
2021-05-29,86,79.0,,0.79,67.94
2021-05-30,92,79.0,,0.79,72.68
2021-05-31,90,79.0,,0.79,71.10000000000001
2021-06-01,92,80.0,False,0.8,73.60000000000001
2021-06-02,90,80.0,,0.8,72.0
2021-06-03,92,80.0,,0.8,73.60000000000001
2021-06-04,88,80.0,,0.8,70.4
2021-06-05,88,80.0,,0.8,70.4
2021-06-06,89,80.0,,0.8,71.2
2021-06-07,89,80.0,,0.8,71.2
2021-06-08,91,80.0,,0.8,72.8
2021-06-09,92,80.0,,0.8,73.60000000000001
2021-06-10,90,80.0,,0.8,72.0
2021-06-11,89,80.0,,0.8,71.2
2021-06-12,82,80.0,,0.8,65.60000000000001
2021-06-13,90,80.0,,0.8,72.0
2021-06-14,89,80.0,,0.8,71.2
2021-06-15,88,80.0,,0.8,70.4
2021-06-16,89,80.0,,0.8,71.2
2021-06-17,89,80.0,,0.8,71.2
2021-06-18,85,80.0,,0.8,68.0
2021-06-19,86,80.0,,0.8,68.8
2021-06-20,86,80.0,,0.8,68.8
2021-06-21,88,80.0,,0.8,70.4
2021-06-22,90,80.0,,0.8,72.0
2021-06-23,92,80.0,,0.8,73.60000000000001
2021-06-24,92,80.0,,0.8,73.60000000000001
2021-06-25,92,80.0,,0.8,73.60000000000001
2021-06-26,95,80.0,,0.8,76.0
2021-06-27,95,80.0,,0.8,76.0
2021-06-28,98,80.0,,0.8,78.4
2021-06-29,99,80.0,,0.8,79.2
2021-06-30,100,80.0,,0.8,80.0
2021-07-01,94,84.0,False,0.84,78.96
2021-07-02,95,84.0,,0.84,79.8
2021-07-03,94,84.0,,0.84,78.96
2021-07-04,97,84.0,,0.84,81.48
2021-07-05,97,84.0,,0.84,81.48
2021-07-06,99,84.0,,0.84,83.16
2021-07-07,99,84.0,,0.84,83.16
2021-07-08,100,84.0,,0.84,84.0
2021-07-09,95,84.0,,0.84,79.8
2021-07-10,96,84.0,,0.84,80.64
2021-07-11,99,84.0,,0.84,83.16
2021-07-12,99,84.0,,0.84,83.16
2021-07-13,95,84.0,,0.84,79.8
2021-07-14,95,84.0,,0.84,79.8
2021-07-15,92,84.0,,0.84,77.28
2021-07-16,90,84.0,,0.84,75.6
2021-07-17,89,84.0,,0.84,74.75999999999999
2021-07-18,97,84.0,,0.84,81.48
2021-07-19,93,84.0,,0.84,78.11999999999999
2021-07-20,90,84.0,,0.84,75.6
2021-07-21,93,84.0,,0.84,78.11999999999999
2021-07-22,93,84.0,,0.84,78.11999999999999
2021-07-23,91,84.0,,0.84,76.44
2021-07-24,89,84.0,,0.84,74.75999999999999
2021-07-25,92,84.0,,0.84,77.28
2021-07-26,88,84.0,,0.84,73.92
2021-07-27,87,84.0,,0.84,73.08
2021-07-28,90,84.0,,0.84,75.6
2021-07-29,87,84.0,,0.84,73.08
2021-07-30,84,84.0,,0.84,70.56
2021-07-31,85,84.0,,0.84,71.39999999999999
2021-08-01,100,77.0,False,0.77,77.0
2021-08-02,97,77.0,,0.77,74.69
2021-08-03,97,77.0,,0.77,74.69
2021-08-04,96,77.0,,0.77,73.92
2021-08-05,96,77.0,,0.77,73.92
2021-08-06,96,77.0,,0.77,73.92
2021-08-07,91,77.0,,0.77,70.07000000000001
2021-08-08,99,77.0,,0.77,76.23
2021-08-09,98,77.0,,0.77,75.46000000000001
2021-08-10,95,77.0,,0.77,73.15
2021-08-11,92,77.0,,0.77,70.84
2021-08-12,94,77.0,,0.77,72.38
2021-08-13,95,77.0,,0.77,73.15
2021-08-14,92,77.0,,0.77,70.84
2021-08-15,96,77.0,,0.77,73.92
2021-08-16,97,77.0,,0.77,74.69
2021-08-17,96,77.0,,0.77,73.92
2021-08-18,94,77.0,,0.77,72.38
2021-08-19,93,77.0,,0.77,71.61
2021-08-20,95,77.0,,0.77,73.15
2021-08-21,95,77.0,,0.77,73.15
2021-08-22,98,77.0,,0.77,75.46000000000001
2021-08-23,97,77.0,,0.77,74.69
2021-08-24,98,77.0,,0.77,75.46000000000001
2021-08-25,99,77.0,,0.77,76.23
2021-08-26,100,77.0,,0.77,77.0
2021-08-27,93,77.0,,0.77,71.61
2021-08-28,94,77.0,,0.77,72.38
2021-08-29,99,77.0,,0.77,76.23
2021-08-30,97,77.0,,0.77,74.69
2021-08-31,99,77.0,,0.77,76.23
2021-09-01,92,78.0,False,0.78,71.76
2021-09-02,91,78.0,,0.78,70.98
2021-09-03,92,78.0,,0.78,71.76
2021-09-04,91,78.0,,0.78,70.98
2021-09-05,95,78.0,,0.78,74.10000000000001
2021-09-06,95,78.0,,0.78,74.10000000000001
2021-09-07,94,78.0,,0.78,73.32000000000001
2021-09-08,94,78.0,,0.78,73.32000000000001
2021-09-09,91,78.0,,0.78,70.98
2021-09-10,92,78.0,,0.78,71.76
2021-09-11,90,78.0,,0.78,70.2
2021-09-12,93,78.0,,0.78,72.54
2021-09-13,96,78.0,,0.78,74.88
2021-09-14,93,78.0,,0.78,72.54
2021-09-15,98,78.0,,0.78,76.44
2021-09-16,97,78.0,,0.78,75.66
2021-09-17,100,78.0,,0.78,78.0
2021-09-18,91,78.0,,0.78,70.98
2021-09-19,95,78.0,,0.78,74.10000000000001
2021-09-20,93,78.0,,0.78,72.54
2021-09-21,94,78.0,,0.78,73.32000000000001
2021-09-22,97,78.0,,0.78,75.66
2021-09-23,95,78.0,,0.78,74.10000000000001
2021-09-24,92,78.0,,0.78,71.76
2021-09-25,85,78.0,,0.78,66.3
2021-09-26,91,78.0,,0.78,70.98
2021-09-27,96,78.0,,0.78,74.88
2021-09-28,95,78.0,,0.78,74.10000000000001
2021-09-29,93,78.0,,0.78,72.54
2021-09-30,94,78.0,,0.78,73.32000000000001
2021-10-01,91,77.0,False,0.77,70.07000000000001
2021-10-02,85,77.0,,0.77,65.45
2021-10-03,88,77.0,,0.77,67.76
2021-10-04,92,77.0,,0.77,70.84
2021-10-05,97,77.0,,0.77,74.69
2021-10-06,95,77.0,,0.77,73.15
2021-10-07,93,77.0,,0.77,71.61
2021-10-08,92,77.0,,0.77,70.84
2021-10-09,87,77.0,,0.77,66.99
2021-10-10,90,77.0,,0.77,69.3
2021-10-11,94,77.0,,0.77,72.38
2021-10-12,94,77.0,,0.77,72.38
2021-10-13,94,77.0,,0.77,72.38
2021-10-14,96,77.0,,0.77,73.92
2021-10-15,93,77.0,,0.77,71.61
2021-10-16,88,77.0,,0.77,67.76
2021-10-17,92,77.0,,0.77,70.84
2021-10-18,94,77.0,,0.77,72.38
2021-10-19,100,77.0,,0.77,77.0
2021-10-20,97,77.0,,0.77,74.69
2021-10-21,96,77.0,,0.77,73.92
2021-10-22,91,77.0,,0.77,70.07000000000001
2021-10-23,89,77.0,,0.77,68.53
2021-10-24,91,77.0,,0.77,70.07000000000001
2021-10-25,96,77.0,,0.77,73.92
2021-10-26,97,77.0,,0.77,74.69
2021-10-27,97,77.0,,0.77,74.69
2021-10-28,98,77.0,,0.77,75.46000000000001
2021-10-29,94,77.0,,0.77,72.38
2021-10-30,87,77.0,,0.77,66.99
2021-10-31,88,77.0,,0.77,67.76
2021-11-01,92,81.0,False,0.81,74.52000000000001
2021-11-02,98,81.0,,0.81,79.38000000000001
2021-11-03,97,81.0,,0.81,78.57000000000001
2021-11-04,100,81.0,,0.81,81.0
2021-11-05,98,81.0,,0.81,79.38000000000001
2021-11-06,93,81.0,,0.81,75.33
2021-11-07,95,81.0,,0.81,76.95
2021-11-08,98,81.0,,0.81,79.38000000000001
2021-11-09,98,81.0,,0.81,79.38000000000001
2021-11-10,97,81.0,,0.81,78.57000000000001
2021-11-11,98,81.0,,0.81,79.38000000000001
2021-11-12,96,81.0,,0.81,77.76
2021-11-13,89,81.0,,0.81,72.09
2021-11-14,95,81.0,,0.81,76.95
2021-11-15,99,81.0,,0.81,80.19000000000001
2021-11-16,100,81.0,,0.81,81.0
2021-11-17,99,81.0,,0.81,80.19000000000001
2021-11-18,97,81.0,,0.81,78.57000000000001
2021-11-19,90,81.0,,0.81,72.9
2021-11-20,85,81.0,,0.81,68.85000000000001
2021-11-21,90,81.0,,0.81,72.9
2021-11-22,91,81.0,,0.81,73.71000000000001
2021-11-23,89,81.0,,0.81,72.09
2021-11-24,86,81.0,,0.81,69.66000000000001
2021-11-25,81,81.0,,0.81,65.61
2021-11-26,85,81.0,,0.81,68.85000000000001
2021-11-27,89,81.0,,0.81,72.09
2021-11-28,92,81.0,,0.81,74.52000000000001
2021-11-29,95,81.0,,0.81,76.95
2021-11-30,95,81.0,,0.81,76.95
2021-12-01,79,81.0,False,0.81,63.99
2021-12-02,78,81.0,,0.81,63.18000000000001
2021-12-03,78,81.0,,0.81,63.18000000000001
2021-12-04,73,81.0,,0.81,59.13
2021-12-05,80,81.0,,0.81,64.80000000000001
2021-12-06,76,81.0,,0.81,61.56
2021-12-07,77,81.0,,0.81,62.370000000000005
2021-12-08,100,81.0,,0.81,81.0
2021-12-09,85,81.0,,0.81,68.85000000000001
2021-12-10,76,81.0,,0.81,61.56
2021-12-11,74,81.0,,0.81,59.940000000000005
2021-12-12,76,81.0,,0.81,61.56
2021-12-13,76,81.0,,0.81,61.56
2021-12-14,74,81.0,,0.81,59.940000000000005
2021-12-15,73,81.0,,0.81,59.13
2021-12-16,76,81.0,,0.81,61.56
2021-12-17,68,81.0,,0.81,55.080000000000005
2021-12-18,70,81.0,,0.81,56.7
2021-12-19,73,81.0,,0.81,59.13
2021-12-20,72,81.0,,0.81,58.32000000000001
2021-12-21,69,81.0,,0.81,55.89
2021-12-22,70,81.0,,0.81,56.7
2021-12-23,77,81.0,,0.81,62.370000000000005
2021-12-24,73,81.0,,0.81,59.13
2021-12-25,92,81.0,,0.81,74.52000000000001
2021-12-26,76,81.0,,0.81,61.56
2021-12-27,71,81.0,,0.81,57.510000000000005
2021-12-28,73,81.0,,0.81,59.13
2021-12-29,72,81.0,,0.81,58.32000000000001
2021-12-30,70,81.0,,0.81,56.7
2021-12-31,70,81.0,,0.81,56.7
