date,PYPL_unscaled,PYPL_monthly,isPartial,scale,PYPL
2021-04-30,56,37.0,,0.37,20.72
2021-05-01,7,36.0,False,0.36,2.52
2021-05-02,7,36.0,,0.36,2.52
2021-05-03,40,36.0,,0.36,14.399999999999999
2021-05-04,37,36.0,,0.36,13.32
2021-05-05,100,36.0,,0.36,36.0
2021-05-06,88,36.0,,0.36,31.68
2021-05-07,53,36.0,,0.36,19.08
2021-05-08,11,36.0,,0.36,3.96
2021-05-09,10,36.0,,0.36,3.5999999999999996
2021-05-10,42,36.0,,0.36,15.12
2021-05-11,45,36.0,,0.36,16.2
2021-05-12,42,36.0,,0.36,15.12
2021-05-13,41,36.0,,0.36,14.76
2021-05-14,25,36.0,,0.36,9.0
2021-05-15,7,36.0,,0.36,2.52
2021-05-16,6,36.0,,0.36,2.16
2021-05-17,25,36.0,,0.36,9.0
2021-05-18,29,36.0,,0.36,10.44
2021-05-19,37,36.0,,0.36,13.32
2021-05-20,28,36.0,,0.36,10.08
2021-05-21,30,36.0,,0.36,10.799999999999999
2021-05-22,6,36.0,,0.36,2.16
2021-05-23,2,36.0,,0.36,0.72
2021-05-24,27,36.0,,0.36,9.719999999999999
2021-05-25,32,36.0,,0.36,11.52
2021-05-26,33,36.0,,0.36,11.879999999999999
2021-05-27,24,36.0,,0.36,8.64
2021-05-28,28,36.0,,0.36,10.08
2021-05-29,11,36.0,,0.36,3.96
2021-05-30,2,36.0,,0.36,0.72
2021-05-31,11,36.0,,0.36,3.96
2021-06-01,52,29.0,False,0.29,15.079999999999998
2021-06-02,69,29.0,,0.29,20.009999999999998
2021-06-03,74,29.0,,0.29,21.459999999999997
2021-06-04,45,29.0,,0.29,13.049999999999999
2021-06-05,20,29.0,,0.29,5.8
2021-06-06,7,29.0,,0.29,2.03
2021-06-07,52,29.0,,0.29,15.079999999999998
2021-06-08,49,29.0,,0.29,14.209999999999999
2021-06-09,53,29.0,,0.29,15.37
2021-06-10,62,29.0,,0.29,17.98
2021-06-11,65,29.0,,0.29,18.849999999999998
2021-06-12,11,29.0,,0.29,3.19
2021-06-13,11,29.0,,0.29,3.19
2021-06-14,39,29.0,,0.29,11.309999999999999
2021-06-15,45,29.0,,0.29,13.049999999999999
2021-06-16,43,29.0,,0.29,12.469999999999999
2021-06-17,61,29.0,,0.29,17.689999999999998
2021-06-18,94,29.0,,0.29,27.259999999999998
2021-06-19,18,29.0,,0.29,5.22
2021-06-20,14,29.0,,0.29,4.06
2021-06-21,69,29.0,,0.29,20.009999999999998
2021-06-22,87,29.0,,0.29,25.229999999999997
2021-06-23,71,29.0,,0.29,20.59
2021-06-24,100,29.0,,0.29,28.999999999999996
2021-06-25,85,29.0,,0.29,24.65
2021-06-26,11,29.0,,0.29,3.19
2021-06-27,21,29.0,,0.29,6.09
2021-06-28,75,29.0,,0.29,21.75
2021-06-29,61,29.0,,0.29,17.689999999999998
2021-06-30,68,29.0,,0.29,19.72
2021-07-01,34,36.0,False,0.36,12.24
2021-07-02,33,36.0,,0.36,11.879999999999999
2021-07-03,9,36.0,,0.36,3.2399999999999998
2021-07-04,5,36.0,,0.36,1.7999999999999998
2021-07-05,5,36.0,,0.36,1.7999999999999998
2021-07-06,31,36.0,,0.36,11.16
2021-07-07,24,36.0,,0.36,8.64
2021-07-08,39,36.0,,0.36,14.04
2021-07-09,40,36.0,,0.36,14.399999999999999
2021-07-10,13,36.0,,0.36,4.68
2021-07-11,12,36.0,,0.36,4.32
2021-07-12,45,36.0,,0.36,16.2
2021-07-13,47,36.0,,0.36,16.919999999999998
2021-07-14,37,36.0,,0.36,13.32
2021-07-15,29,36.0,,0.36,10.44
2021-07-16,31,36.0,,0.36,11.16
2021-07-17,4,36.0,,0.36,1.44
2021-07-18,9,36.0,,0.36,3.2399999999999998
2021-07-19,43,36.0,,0.36,15.479999999999999
2021-07-20,41,36.0,,0.36,14.76
2021-07-21,37,36.0,,0.36,13.32
2021-07-22,28,36.0,,0.36,10.08
2021-07-23,44,36.0,,0.36,15.84
2021-07-24,9,36.0,,0.36,3.2399999999999998
2021-07-25,11,36.0,,0.36,3.96
2021-07-26,33,36.0,,0.36,11.879999999999999
2021-07-27,35,36.0,,0.36,12.6
2021-07-28,100,36.0,,0.36,36.0
2021-07-29,99,36.0,,0.36,35.64
2021-07-30,65,36.0,,0.36,23.4
2021-07-31,9,36.0,,0.36,3.2399999999999998
2021-08-01,22,31.0,False,0.31,6.82
2021-08-02,96,31.0,,0.31,29.759999999999998
2021-08-03,100,31.0,,0.31,31.0
2021-08-04,66,31.0,,0.31,20.46
2021-08-05,66,31.0,,0.31,20.46
2021-08-06,58,31.0,,0.31,17.98
2021-08-07,4,31.0,,0.31,1.24
2021-08-08,15,31.0,,0.31,4.65
2021-08-09,32,31.0,,0.31,9.92
2021-08-10,55,31.0,,0.31,17.05
2021-08-11,45,31.0,,0.31,13.95
2021-08-12,53,31.0,,0.31,16.43
2021-08-13,47,31.0,,0.31,14.57
2021-08-14,10,31.0,,0.31,3.1
2021-08-15,15,31.0,,0.31,4.65
2021-08-16,55,31.0,,0.31,17.05
2021-08-17,47,31.0,,0.31,14.57
2021-08-18,50,31.0,,0.31,15.5
2021-08-19,58,31.0,,0.31,17.98
2021-08-20,47,31.0,,0.31,14.57
2021-08-21,6,31.0,,0.31,1.8599999999999999
2021-08-22,9,31.0,,0.31,2.79
2021-08-23,61,31.0,,0.31,18.91
2021-08-24,59,31.0,,0.31,18.29
2021-08-25,36,31.0,,0.31,11.16
2021-08-26,49,31.0,,0.31,15.19
2021-08-27,43,31.0,,0.31,13.33
2021-08-28,15,31.0,,0.31,4.65
2021-08-29,9,31.0,,0.31,2.79
2021-08-30,93,31.0,,0.31,28.83
2021-08-31,83,31.0,,0.31,25.73
2021-09-01,69,25.0,False,0.25,17.25
2021-09-02,29,25.0,,0.25,7.25
2021-09-03,60,25.0,,0.25,15.0
2021-09-04,22,25.0,,0.25,5.5
2021-09-05,10,25.0,,0.25,2.5
2021-09-06,11,25.0,,0.25,2.75
2021-09-07,73,25.0,,0.25,18.25
2021-09-08,100,25.0,,0.25,25.0
2021-09-09,65,25.0,,0.25,16.25
2021-09-10,50,25.0,,0.25,12.5
2021-09-11,16,25.0,,0.25,4.0
2021-09-12,0,25.0,,0.25,0.0
2021-09-13,31,25.0,,0.25,7.75
2021-09-14,29,25.0,,0.25,7.25
2021-09-15,42,25.0,,0.25,10.5
2021-09-16,43,25.0,,0.25,10.75
2021-09-17,51,25.0,,0.25,12.75
2021-09-18,10,25.0,,0.25,2.5
2021-09-19,13,25.0,,0.25,3.25
2021-09-20,32,25.0,,0.25,8.0
2021-09-21,49,25.0,,0.25,12.25
2021-09-22,37,25.0,,0.25,9.25
2021-09-23,24,25.0,,0.25,6.0
2021-09-24,32,25.0,,0.25,8.0
2021-09-25,4,25.0,,0.25,1.0
2021-09-26,4,25.0,,0.25,1.0
2021-09-27,35,25.0,,0.25,8.75
2021-09-28,58,25.0,,0.25,14.5
2021-09-29,55,25.0,,0.25,13.75
2021-09-30,62,25.0,,0.25,15.5
2021-10-01,28,41.0,False,0.41,11.479999999999999
2021-10-02,7,41.0,,0.41,2.8699999999999997
2021-10-03,4,41.0,,0.41,1.64
2021-10-04,27,41.0,,0.41,11.069999999999999
2021-10-05,33,41.0,,0.41,13.53
2021-10-06,26,41.0,,0.41,10.66
2021-10-07,29,41.0,,0.41,11.889999999999999
2021-10-08,19,41.0,,0.41,7.789999999999999
2021-10-09,5,41.0,,0.41,2.05
2021-10-10,3,41.0,,0.41,1.23
2021-10-11,18,41.0,,0.41,7.38
2021-10-12,18,41.0,,0.41,7.38
2021-10-13,24,41.0,,0.41,9.84
2021-10-14,21,41.0,,0.41,8.61
2021-10-15,22,41.0,,0.41,9.02
2021-10-16,4,41.0,,0.41,1.64
2021-10-17,2,41.0,,0.41,0.82
2021-10-18,22,41.0,,0.41,9.02
2021-10-19,24,41.0,,0.41,9.84
2021-10-20,81,41.0,,0.41,33.21
2021-10-21,100,41.0,,0.41,41.0
2021-10-22,91,41.0,,0.41,37.309999999999995
2021-10-23,20,41.0,,0.41,8.2
2021-10-24,14,41.0,,0.41,5.739999999999999
2021-10-25,91,41.0,,0.41,37.309999999999995
2021-10-26,75,41.0,,0.41,30.749999999999996
2021-10-27,73,41.0,,0.41,29.93
2021-10-28,55,41.0,,0.41,22.549999999999997
2021-10-29,59,41.0,,0.41,24.189999999999998
2021-10-30,8,41.0,,0.41,3.28
2021-10-31,12,41.0,,0.41,4.92
2021-11-01,19,100.0,False,1.0,19.0
2021-11-02,29,100.0,,1.0,29.0
2021-11-03,25,100.0,,1.0,25.0
2021-11-04,31,100.0,,1.0,31.0
2021-11-05,23,100.0,,1.0,23.0
2021-11-06,6,100.0,,1.0,6.0
2021-11-07,7,100.0,,1.0,7.0
2021-11-08,71,100.0,,1.0,71.0
2021-11-09,100,100.0,,1.0,100.0
2021-11-10,50,100.0,,1.0,50.0
2021-11-11,40,100.0,,1.0,40.0
2021-11-12,34,100.0,,1.0,34.0
2021-11-13,9,100.0,,1.0,9.0
2021-11-14,5,100.0,,1.0,5.0
2021-11-15,30,100.0,,1.0,30.0
2021-11-16,28,100.0,,1.0,28.0
2021-11-17,36,100.0,,1.0,36.0
2021-11-18,29,100.0,,1.0,29.0
2021-11-19,37,100.0,,1.0,37.0
2021-11-20,9,100.0,,1.0,9.0
2021-11-21,6,100.0,,1.0,6.0
2021-11-22,37,100.0,,1.0,37.0
2021-11-23,44,100.0,,1.0,44.0
2021-11-24,27,100.0,,1.0,27.0
2021-11-25,6,100.0,,1.0,6.0
2021-11-26,20,100.0,,1.0,20.0
2021-11-27,8,100.0,,1.0,8.0
2021-11-28,4,100.0,,1.0,4.0
2021-11-29,22,100.0,,1.0,22.0
2021-11-30,25,100.0,,1.0,25.0
2021-12-01,83,64.0,False,0.64,53.120000000000005
2021-12-02,100,64.0,,0.64,64.0
2021-12-03,96,64.0,,0.64,61.44
2021-12-04,25,64.0,,0.64,16.0
2021-12-05,22,64.0,,0.64,14.08
2021-12-06,85,64.0,,0.64,54.4
2021-12-07,100,64.0,,0.64,64.0
2021-12-08,96,64.0,,0.64,61.44
2021-12-09,87,64.0,,0.64,55.68
2021-12-10,91,64.0,,0.64,58.24
2021-12-11,12,64.0,,0.64,7.68
2021-12-12,15,64.0,,0.64,9.6
2021-12-13,77,64.0,,0.64,49.28
2021-12-14,65,64.0,,0.64,41.6
2021-12-15,55,64.0,,0.64,35.2
2021-12-16,87,64.0,,0.64,55.68
2021-12-17,59,64.0,,0.64,37.76
2021-12-18,15,64.0,,0.64,9.6
2021-12-19,7,64.0,,0.64,4.48
2021-12-20,51,64.0,,0.64,32.64
2021-12-21,57,64.0,,0.64,36.480000000000004
2021-12-22,47,64.0,,0.64,30.080000000000002
2021-12-23,47,64.0,,0.64,30.080000000000002
2021-12-24,20,64.0,,0.64,12.8
2021-12-25,13,64.0,,0.64,8.32
2021-12-26,13,64.0,,0.64,8.32
2021-12-27,74,64.0,,0.64,47.36
2021-12-28,60,64.0,,0.64,38.4
2021-12-29,44,64.0,,0.64,28.16
2021-12-30,46,64.0,,0.64,29.44
2021-12-31,42,64.0,,0.64,26.88
