date,IBM_unscaled,IBM_monthly,isPartial,scale,IBM
2021-05-02,34,58.0,,0.58,19.72
2021-05-03,80,58.0,,0.58,46.4
2021-05-04,86,58.0,,0.58,49.879999999999995
2021-05-05,82,58.0,,0.58,47.559999999999995
2021-05-06,95,58.0,,0.58,55.099999999999994
2021-05-07,100,58.0,,0.58,57.99999999999999
2021-05-08,49,58.0,,0.58,28.419999999999998
2021-05-09,43,58.0,,0.58,24.939999999999998
2021-05-10,78,58.0,,0.58,45.239999999999995
2021-05-11,94,58.0,,0.58,54.519999999999996
2021-05-12,86,58.0,,0.58,49.879999999999995
2021-05-13,74,58.0,,0.58,42.919999999999995
2021-05-14,78,58.0,,0.58,45.239999999999995
2021-05-15,39,58.0,,0.58,22.619999999999997
2021-05-16,34,58.0,,0.58,19.72
2021-05-17,75,58.0,,0.58,43.5
2021-05-18,77,58.0,,0.58,44.66
2021-05-19,71,58.0,,0.58,41.18
2021-05-20,70,58.0,,0.58,40.599999999999994
2021-05-21,69,58.0,,0.58,40.019999999999996
2021-05-22,36,58.0,,0.58,20.88
2021-05-23,36,58.0,,0.58,20.88
2021-05-24,71,58.0,,0.58,41.18
2021-05-25,76,58.0,,0.58,44.08
2021-05-26,72,58.0,,0.58,41.76
2021-05-27,71,58.0,,0.58,41.18
2021-05-28,59,58.0,,0.58,34.22
2021-05-29,42,58.0,,0.58,24.36
2021-05-30,34,58.0,,0.58,19.72
2021-05-31,29,58.0,,0.58,16.82
2021-06-01,76,54.0,False,0.54,41.040000000000006
2021-06-02,86,54.0,,0.54,46.440000000000005
2021-06-03,85,54.0,,0.54,45.900000000000006
2021-06-04,82,54.0,,0.54,44.28
2021-06-05,37,54.0,,0.54,19.98
2021-06-06,34,54.0,,0.54,18.36
2021-06-07,83,54.0,,0.54,44.82
2021-06-08,82,54.0,,0.54,44.28
2021-06-09,100,54.0,,0.54,54.0
2021-06-10,89,54.0,,0.54,48.06
2021-06-11,81,54.0,,0.54,43.74
2021-06-12,35,54.0,,0.54,18.900000000000002
2021-06-13,34,54.0,,0.54,18.36
2021-06-14,74,54.0,,0.54,39.96
2021-06-15,80,54.0,,0.54,43.2
2021-06-16,87,54.0,,0.54,46.980000000000004
2021-06-17,79,54.0,,0.54,42.660000000000004
2021-06-18,73,54.0,,0.54,39.42
2021-06-19,37,54.0,,0.54,19.98
2021-06-20,37,54.0,,0.54,19.98
2021-06-21,81,54.0,,0.54,43.74
2021-06-22,83,54.0,,0.54,44.82
2021-06-23,91,54.0,,0.54,49.14
2021-06-24,75,54.0,,0.54,40.5
2021-06-25,77,54.0,,0.54,41.580000000000005
2021-06-26,40,54.0,,0.54,21.6
2021-06-27,31,54.0,,0.54,16.740000000000002
2021-06-28,80,54.0,,0.54,43.2
2021-06-29,74,54.0,,0.54,39.96
2021-06-30,83,54.0,,0.54,44.82
2021-07-01,63,57.0,False,0.57,35.91
2021-07-02,90,57.0,,0.57,51.3
2021-07-03,41,57.0,,0.57,23.369999999999997
2021-07-04,31,57.0,,0.57,17.669999999999998
2021-07-05,34,57.0,,0.57,19.38
2021-07-06,65,57.0,,0.57,37.05
2021-07-07,72,57.0,,0.57,41.04
2021-07-08,67,57.0,,0.57,38.19
2021-07-09,65,57.0,,0.57,37.05
2021-07-10,34,57.0,,0.57,19.38
2021-07-11,27,57.0,,0.57,15.389999999999999
2021-07-12,64,57.0,,0.57,36.48
2021-07-13,68,57.0,,0.57,38.76
2021-07-14,69,57.0,,0.57,39.33
2021-07-15,63,57.0,,0.57,35.91
2021-07-16,64,57.0,,0.57,36.48
2021-07-17,26,57.0,,0.57,14.819999999999999
2021-07-18,26,57.0,,0.57,14.819999999999999
2021-07-19,86,57.0,,0.57,49.019999999999996
2021-07-20,100,57.0,,0.57,56.99999999999999
2021-07-21,79,57.0,,0.57,45.029999999999994
2021-07-22,71,57.0,,0.57,40.47
2021-07-23,63,57.0,,0.57,35.91
2021-07-24,25,57.0,,0.57,14.249999999999998
2021-07-25,31,57.0,,0.57,17.669999999999998
2021-07-26,55,57.0,,0.57,31.349999999999998
2021-07-27,66,57.0,,0.57,37.62
2021-07-28,75,57.0,,0.57,42.74999999999999
2021-07-29,62,57.0,,0.57,35.339999999999996
2021-07-30,56,57.0,,0.57,31.919999999999998
2021-07-31,37,57.0,,0.57,21.09
2021-08-01,41,51.0,False,0.51,20.91
2021-08-02,78,51.0,,0.51,39.78
2021-08-03,89,51.0,,0.51,45.39
2021-08-04,92,51.0,,0.51,46.92
2021-08-05,78,51.0,,0.51,39.78
2021-08-06,75,51.0,,0.51,38.25
2021-08-07,31,51.0,,0.51,15.81
2021-08-08,37,51.0,,0.51,18.87
2021-08-09,79,51.0,,0.51,40.29
2021-08-10,85,51.0,,0.51,43.35
2021-08-11,87,51.0,,0.51,44.37
2021-08-12,81,51.0,,0.51,41.31
2021-08-13,69,51.0,,0.51,35.19
2021-08-14,40,51.0,,0.51,20.4
2021-08-15,30,51.0,,0.51,15.3
2021-08-16,73,51.0,,0.51,37.230000000000004
2021-08-17,80,51.0,,0.51,40.8
2021-08-18,86,51.0,,0.51,43.86
2021-08-19,85,51.0,,0.51,43.35
2021-08-20,100,51.0,,0.51,51.0
2021-08-21,37,51.0,,0.51,18.87
2021-08-22,38,51.0,,0.51,19.38
2021-08-23,70,51.0,,0.51,35.7
2021-08-24,77,51.0,,0.51,39.27
2021-08-25,95,51.0,,0.51,48.45
2021-08-26,81,51.0,,0.51,41.31
2021-08-27,78,51.0,,0.51,39.78
2021-08-28,36,51.0,,0.51,18.36
2021-08-29,37,51.0,,0.51,18.87
2021-08-30,88,51.0,,0.51,44.88
2021-08-31,86,51.0,,0.51,43.86
2021-09-01,97,53.0,False,0.53,51.410000000000004
2021-09-02,93,53.0,,0.53,49.29
2021-09-03,71,53.0,,0.53,37.63
2021-09-04,32,53.0,,0.53,16.96
2021-09-05,33,53.0,,0.53,17.490000000000002
2021-09-06,41,53.0,,0.53,21.73
2021-09-07,72,53.0,,0.53,38.160000000000004
2021-09-08,98,53.0,,0.53,51.940000000000005
2021-09-09,82,53.0,,0.53,43.46
2021-09-10,74,53.0,,0.53,39.22
2021-09-11,39,53.0,,0.53,20.67
2021-09-12,34,53.0,,0.53,18.02
2021-09-13,74,53.0,,0.53,39.22
2021-09-14,90,53.0,,0.53,47.7
2021-09-15,87,53.0,,0.53,46.11
2021-09-16,78,53.0,,0.53,41.34
2021-09-17,76,53.0,,0.53,40.28
2021-09-18,41,53.0,,0.53,21.73
2021-09-19,37,53.0,,0.53,19.61
2021-09-20,78,53.0,,0.53,41.34
2021-09-21,91,53.0,,0.53,48.230000000000004
2021-09-22,92,53.0,,0.53,48.760000000000005
2021-09-23,87,53.0,,0.53,46.11
2021-09-24,79,53.0,,0.53,41.870000000000005
2021-09-25,37,53.0,,0.53,19.61
2021-09-26,38,53.0,,0.53,20.14
2021-09-27,77,53.0,,0.53,40.81
2021-09-28,98,53.0,,0.53,51.940000000000005
2021-09-29,100,53.0,,0.53,53.0
2021-09-30,83,53.0,,0.53,43.99
2021-10-01,47,60.0,False,0.6,28.2
2021-10-02,32,60.0,,0.6,19.2
2021-10-03,21,60.0,,0.6,12.6
2021-10-04,57,60.0,,0.6,34.199999999999996
2021-10-05,63,60.0,,0.6,37.8
2021-10-06,63,60.0,,0.6,37.8
2021-10-07,63,60.0,,0.6,37.8
2021-10-08,63,60.0,,0.6,37.8
2021-10-09,26,60.0,,0.6,15.6
2021-10-10,24,60.0,,0.6,14.399999999999999
2021-10-11,44,60.0,,0.6,26.4
2021-10-12,52,60.0,,0.6,31.2
2021-10-13,63,60.0,,0.6,37.8
2021-10-14,59,60.0,,0.6,35.4
2021-10-15,55,60.0,,0.6,33.0
2021-10-16,30,60.0,,0.6,18.0
2021-10-17,28,60.0,,0.6,16.8
2021-10-18,61,60.0,,0.6,36.6
2021-10-19,61,60.0,,0.6,36.6
2021-10-20,87,60.0,,0.6,52.199999999999996
2021-10-21,100,60.0,,0.6,60.0
2021-10-22,73,60.0,,0.6,43.8
2021-10-23,30,60.0,,0.6,18.0
2021-10-24,29,60.0,,0.6,17.4
2021-10-25,65,60.0,,0.6,39.0
2021-10-26,70,60.0,,0.6,42.0
2021-10-27,81,60.0,,0.6,48.6
2021-10-28,70,60.0,,0.6,42.0
2021-10-29,59,60.0,,0.6,35.4
2021-10-30,36,60.0,,0.6,21.599999999999998
2021-10-31,26,60.0,,0.6,15.6
2021-11-01,71,58.0,False,0.58,41.18
2021-11-02,74,58.0,,0.58,42.919999999999995
2021-11-03,80,58.0,,0.58,46.4
2021-11-04,100,58.0,,0.58,57.99999999999999
2021-11-05,81,58.0,,0.58,46.98
2021-11-06,30,58.0,,0.58,17.4
2021-11-07,28,58.0,,0.58,16.24
2021-11-08,88,58.0,,0.58,51.04
2021-11-09,86,58.0,,0.58,49.879999999999995
2021-11-10,79,58.0,,0.58,45.82
2021-11-11,73,58.0,,0.58,42.339999999999996
2021-11-12,56,58.0,,0.58,32.48
2021-11-13,31,58.0,,0.58,17.98
2021-11-14,27,58.0,,0.58,15.659999999999998
2021-11-15,73,58.0,,0.58,42.339999999999996
2021-11-16,71,58.0,,0.58,41.18
2021-11-17,74,58.0,,0.58,42.919999999999995
2021-11-18,70,58.0,,0.58,40.599999999999994
2021-11-19,63,58.0,,0.58,36.54
2021-11-20,34,58.0,,0.58,19.72
2021-11-21,21,58.0,,0.58,12.18
2021-11-22,56,58.0,,0.58,32.48
2021-11-23,63,58.0,,0.58,36.54
2021-11-24,54,58.0,,0.58,31.319999999999997
2021-11-25,28,58.0,,0.58,16.24
2021-11-26,38,58.0,,0.58,22.04
2021-11-27,32,58.0,,0.58,18.56
2021-11-28,27,58.0,,0.58,15.659999999999998
2021-11-29,64,58.0,,0.58,37.12
2021-11-30,66,58.0,,0.58,38.279999999999994
2021-12-01,100,50.0,False,0.5,50.0
2021-12-02,86,50.0,,0.5,43.0
2021-12-03,87,50.0,,0.5,43.5
2021-12-04,38,50.0,,0.5,19.0
2021-12-05,39,50.0,,0.5,19.5
2021-12-06,79,50.0,,0.5,39.5
2021-12-07,81,50.0,,0.5,40.5
2021-12-08,89,50.0,,0.5,44.5
2021-12-09,92,50.0,,0.5,46.0
2021-12-10,83,50.0,,0.5,41.5
2021-12-11,41,50.0,,0.5,20.5
2021-12-12,40,50.0,,0.5,20.0
2021-12-13,81,50.0,,0.5,40.5
2021-12-14,87,50.0,,0.5,43.5
2021-12-15,88,50.0,,0.5,44.0
2021-12-16,87,50.0,,0.5,43.5
2021-12-17,83,50.0,,0.5,41.5
2021-12-18,44,50.0,,0.5,22.0
2021-12-19,31,50.0,,0.5,15.5
2021-12-20,74,50.0,,0.5,37.0
2021-12-21,75,50.0,,0.5,37.5
2021-12-22,73,50.0,,0.5,36.5
2021-12-23,64,50.0,,0.5,32.0
2021-12-24,37,50.0,,0.5,18.5
2021-12-25,31,50.0,,0.5,15.5
2021-12-26,30,50.0,,0.5,15.0
2021-12-27,55,50.0,,0.5,27.5
2021-12-28,63,50.0,,0.5,31.5
2021-12-29,70,50.0,,0.5,35.0
2021-12-30,55,50.0,,0.5,27.5
2021-12-31,59,50.0,,0.5,29.5
