date,CALL_unscaled,CALL_monthly,isPartial,scale,CALL
2021-05-12,99,72.0,,0.72,71.28
2021-05-13,98,72.0,,0.72,70.56
2021-05-14,99,72.0,,0.72,71.28
2021-05-15,85,72.0,,0.72,61.199999999999996
2021-05-16,80,72.0,,0.72,57.599999999999994
2021-05-17,96,72.0,,0.72,69.12
2021-05-18,97,72.0,,0.72,69.84
2021-05-19,97,72.0,,0.72,69.84
2021-05-20,98,72.0,,0.72,70.56
2021-05-21,100,72.0,,0.72,72.0
2021-05-22,82,72.0,,0.72,59.04
2021-05-23,75,72.0,,0.72,54.0
2021-05-24,97,72.0,,0.72,69.84
2021-05-25,98,72.0,,0.72,70.56
2021-05-26,94,72.0,,0.72,67.67999999999999
2021-05-27,94,72.0,,0.72,67.67999999999999
2021-05-28,95,72.0,,0.72,68.39999999999999
2021-05-29,78,72.0,,0.72,56.16
2021-05-30,75,72.0,,0.72,54.0
2021-05-31,78,72.0,,0.72,56.16
2021-06-01,90,71.0,False,0.71,63.9
2021-06-02,94,71.0,,0.71,66.74
2021-06-03,94,71.0,,0.71,66.74
2021-06-04,89,71.0,,0.71,63.19
2021-06-05,80,71.0,,0.71,56.8
2021-06-06,70,71.0,,0.71,49.699999999999996
2021-06-07,88,71.0,,0.71,62.48
2021-06-08,90,71.0,,0.71,63.9
2021-06-09,91,71.0,,0.71,64.61
2021-06-10,93,71.0,,0.71,66.03
2021-06-11,91,71.0,,0.71,64.61
2021-06-12,74,71.0,,0.71,52.54
2021-06-13,73,71.0,,0.71,51.83
2021-06-14,89,71.0,,0.71,63.19
2021-06-15,93,71.0,,0.71,66.03
2021-06-16,93,71.0,,0.71,66.03
2021-06-17,95,71.0,,0.71,67.45
2021-06-18,94,71.0,,0.71,66.74
2021-06-19,79,71.0,,0.71,56.089999999999996
2021-06-20,75,71.0,,0.71,53.25
2021-06-21,92,71.0,,0.71,65.32
2021-06-22,94,71.0,,0.71,66.74
2021-06-23,91,71.0,,0.71,64.61
2021-06-24,94,71.0,,0.71,66.74
2021-06-25,100,71.0,,0.71,71.0
2021-06-26,91,71.0,,0.71,64.61
2021-06-27,74,71.0,,0.71,52.54
2021-06-28,93,71.0,,0.71,66.03
2021-06-29,93,71.0,,0.71,66.03
2021-06-30,91,71.0,,0.71,64.61
2021-07-01,92,71.0,False,0.71,65.32
2021-07-02,93,71.0,,0.71,66.03
2021-07-03,77,71.0,,0.71,54.669999999999995
2021-07-04,70,71.0,,0.71,49.699999999999996
2021-07-05,83,71.0,,0.71,58.93
2021-07-06,94,71.0,,0.71,66.74
2021-07-07,94,71.0,,0.71,66.74
2021-07-08,95,71.0,,0.71,67.45
2021-07-09,94,71.0,,0.71,66.74
2021-07-10,75,71.0,,0.71,53.25
2021-07-11,72,71.0,,0.71,51.12
2021-07-12,93,71.0,,0.71,66.03
2021-07-13,93,71.0,,0.71,66.03
2021-07-14,94,71.0,,0.71,66.74
2021-07-15,95,71.0,,0.71,67.45
2021-07-16,93,71.0,,0.71,66.03
2021-07-17,75,71.0,,0.71,53.25
2021-07-18,74,71.0,,0.71,52.54
2021-07-19,90,71.0,,0.71,63.9
2021-07-20,89,71.0,,0.71,63.19
2021-07-21,92,71.0,,0.71,65.32
2021-07-22,91,71.0,,0.71,64.61
2021-07-23,85,71.0,,0.71,60.349999999999994
2021-07-24,76,71.0,,0.71,53.959999999999994
2021-07-25,74,71.0,,0.71,52.54
2021-07-26,94,71.0,,0.71,66.74
2021-07-27,92,71.0,,0.71,65.32
2021-07-28,100,71.0,,0.71,71.0
2021-07-29,97,71.0,,0.71,68.86999999999999
2021-07-30,91,71.0,,0.71,64.61
2021-07-31,79,71.0,,0.71,56.089999999999996
2021-08-01,68,70.0,False,0.7,47.599999999999994
2021-08-02,85,70.0,,0.7,59.49999999999999
2021-08-03,88,70.0,,0.7,61.599999999999994
2021-08-04,86,70.0,,0.7,60.199999999999996
2021-08-05,87,70.0,,0.7,60.9
2021-08-06,86,70.0,,0.7,60.199999999999996
2021-08-07,66,70.0,,0.7,46.199999999999996
2021-08-08,66,70.0,,0.7,46.199999999999996
2021-08-09,85,70.0,,0.7,59.49999999999999
2021-08-10,86,70.0,,0.7,60.199999999999996
2021-08-11,85,70.0,,0.7,59.49999999999999
2021-08-12,89,70.0,,0.7,62.3
2021-08-13,89,70.0,,0.7,62.3
2021-08-14,74,70.0,,0.7,51.8
2021-08-15,70,70.0,,0.7,49.0
2021-08-16,91,70.0,,0.7,63.699999999999996
2021-08-17,90,70.0,,0.7,62.99999999999999
2021-08-18,88,70.0,,0.7,61.599999999999994
2021-08-19,100,70.0,,0.7,70.0
2021-08-20,94,70.0,,0.7,65.8
2021-08-21,78,70.0,,0.7,54.599999999999994
2021-08-22,71,70.0,,0.7,49.699999999999996
2021-08-23,86,70.0,,0.7,60.199999999999996
2021-08-24,85,70.0,,0.7,59.49999999999999
2021-08-25,85,70.0,,0.7,59.49999999999999
2021-08-26,89,70.0,,0.7,62.3
2021-08-27,90,70.0,,0.7,62.99999999999999
2021-08-28,74,70.0,,0.7,51.8
2021-08-29,67,70.0,,0.7,46.9
2021-08-30,83,70.0,,0.7,58.099999999999994
2021-08-31,83,70.0,,0.7,58.099999999999994
2021-09-01,95,67.0,False,0.67,63.650000000000006
2021-09-02,99,67.0,,0.67,66.33
2021-09-03,93,67.0,,0.67,62.31
2021-09-04,74,67.0,,0.67,49.580000000000005
2021-09-05,72,67.0,,0.67,48.24
2021-09-06,76,67.0,,0.67,50.92
2021-09-07,98,67.0,,0.67,65.66000000000001
2021-09-08,97,67.0,,0.67,64.99000000000001
2021-09-09,95,67.0,,0.67,63.650000000000006
2021-09-10,96,67.0,,0.67,64.32000000000001
2021-09-11,83,67.0,,0.67,55.61000000000001
2021-09-12,82,67.0,,0.67,54.940000000000005
2021-09-13,95,67.0,,0.67,63.650000000000006
2021-09-14,93,67.0,,0.67,62.31
2021-09-15,96,67.0,,0.67,64.32000000000001
2021-09-16,98,67.0,,0.67,65.66000000000001
2021-09-17,100,67.0,,0.67,67.0
2021-09-18,81,67.0,,0.67,54.27
2021-09-19,79,67.0,,0.67,52.93
2021-09-20,97,67.0,,0.67,64.99000000000001
2021-09-21,98,67.0,,0.67,65.66000000000001
2021-09-22,97,67.0,,0.67,64.99000000000001
2021-09-23,92,67.0,,0.67,61.64
2021-09-24,94,67.0,,0.67,62.980000000000004
2021-09-25,76,67.0,,0.67,50.92
2021-09-26,71,67.0,,0.67,47.57
2021-09-27,95,67.0,,0.67,63.650000000000006
2021-09-28,93,67.0,,0.67,62.31
2021-09-29,92,67.0,,0.67,61.64
2021-09-30,95,67.0,,0.67,63.650000000000006
2021-10-01,93,65.0,False,0.65,60.45
2021-10-02,73,65.0,,0.65,47.45
2021-10-03,72,65.0,,0.65,46.800000000000004
2021-10-04,94,65.0,,0.65,61.1
2021-10-05,95,65.0,,0.65,61.75
2021-10-06,96,65.0,,0.65,62.400000000000006
2021-10-07,97,65.0,,0.65,63.050000000000004
2021-10-08,92,65.0,,0.65,59.800000000000004
2021-10-09,79,65.0,,0.65,51.35
2021-10-10,75,65.0,,0.65,48.75
2021-10-11,95,65.0,,0.65,61.75
2021-10-12,94,65.0,,0.65,61.1
2021-10-13,97,65.0,,0.65,63.050000000000004
2021-10-14,94,65.0,,0.65,61.1
2021-10-15,97,65.0,,0.65,63.050000000000004
2021-10-16,77,65.0,,0.65,50.050000000000004
2021-10-17,74,65.0,,0.65,48.1
2021-10-18,94,65.0,,0.65,61.1
2021-10-19,100,65.0,,0.65,65.0
2021-10-20,98,65.0,,0.65,63.7
2021-10-21,93,65.0,,0.65,60.45
2021-10-22,92,65.0,,0.65,59.800000000000004
2021-10-23,75,65.0,,0.65,48.75
2021-10-24,70,65.0,,0.65,45.5
2021-10-25,97,65.0,,0.65,63.050000000000004
2021-10-26,97,65.0,,0.65,63.050000000000004
2021-10-27,93,65.0,,0.65,60.45
2021-10-28,99,65.0,,0.65,64.35000000000001
2021-10-29,96,65.0,,0.65,62.400000000000006
2021-10-30,80,65.0,,0.65,52.0
2021-10-31,76,65.0,,0.65,49.4
2021-11-01,79,73.0,False,0.73,57.67
2021-11-02,79,73.0,,0.73,57.67
2021-11-03,82,73.0,,0.73,59.86
2021-11-04,88,73.0,,0.73,64.24
2021-11-05,100,73.0,,0.73,73.0
2021-11-06,81,73.0,,0.73,59.129999999999995
2021-11-07,74,73.0,,0.73,54.019999999999996
2021-11-08,84,73.0,,0.73,61.32
2021-11-09,83,73.0,,0.73,60.589999999999996
2021-11-10,80,73.0,,0.73,58.4
2021-11-11,82,73.0,,0.73,59.86
2021-11-12,79,73.0,,0.73,57.67
2021-11-13,71,73.0,,0.73,51.83
2021-11-14,62,73.0,,0.73,45.26
2021-11-15,81,73.0,,0.73,59.129999999999995
2021-11-16,80,73.0,,0.73,58.4
2021-11-17,79,73.0,,0.73,57.67
2021-11-18,79,73.0,,0.73,57.67
2021-11-19,76,73.0,,0.73,55.48
2021-11-20,71,73.0,,0.73,51.83
2021-11-21,61,73.0,,0.73,44.53
2021-11-22,78,73.0,,0.73,56.94
2021-11-23,77,73.0,,0.73,56.21
2021-11-24,76,73.0,,0.73,55.48
2021-11-25,60,73.0,,0.73,43.8
2021-11-26,71,73.0,,0.73,51.83
2021-11-27,65,73.0,,0.73,47.449999999999996
2021-11-28,63,73.0,,0.73,45.99
2021-11-29,78,73.0,,0.73,56.94
2021-11-30,81,73.0,,0.73,59.129999999999995
2021-12-01,88,71.0,False,0.71,62.48
2021-12-02,92,71.0,,0.71,65.32
2021-12-03,92,71.0,,0.71,65.32
2021-12-04,79,71.0,,0.71,56.089999999999996
2021-12-05,75,71.0,,0.71,53.25
2021-12-06,90,71.0,,0.71,63.9
2021-12-07,100,71.0,,0.71,71.0
2021-12-08,100,71.0,,0.71,71.0
2021-12-09,95,71.0,,0.71,67.45
2021-12-10,89,71.0,,0.71,63.19
2021-12-11,82,71.0,,0.71,58.22
2021-12-12,76,71.0,,0.71,53.959999999999994
2021-12-13,93,71.0,,0.71,66.03
2021-12-14,89,71.0,,0.71,63.19
2021-12-15,90,71.0,,0.71,63.9
2021-12-16,91,71.0,,0.71,64.61
2021-12-17,88,71.0,,0.71,62.48
2021-12-18,80,71.0,,0.71,56.8
2021-12-19,72,71.0,,0.71,51.12
2021-12-20,88,71.0,,0.71,62.48
2021-12-21,85,71.0,,0.71,60.349999999999994
2021-12-22,87,71.0,,0.71,61.769999999999996
2021-12-23,86,71.0,,0.71,61.059999999999995
2021-12-24,80,71.0,,0.71,56.8
2021-12-25,74,71.0,,0.71,52.54
2021-12-26,82,71.0,,0.71,58.22
2021-12-27,93,71.0,,0.71,66.03
2021-12-28,93,71.0,,0.71,66.03
2021-12-29,92,71.0,,0.71,65.32
2021-12-30,90,71.0,,0.71,63.9
2021-12-31,84,71.0,,0.71,59.64
